USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY;NUMBER_WC;treshold;F1;F2;F3;F4;F5
29;1;5;3;105;105;0.6761905352274576;0.5191618601481119;0.46701884269714355;598.927;:~ value(farinacei,V1).[-1@2, V1]:~ value(uova,V1).[-1@1, V1]:~ value(verdure_e_ortaggi,V1).[1@4, V1]:~ category(4).[1@5]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@3, V1];5.0;0.0;0.01;0.02;0.24;0.24;0.49
30;1;5;3;105;105;0.720634937286377;0.3903197447458903;0.3898765246073405;678.613;:~ value(erbe_spezie_e_condimenti,V1).[1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[-V1@5, V1]:~ value(forno,V1).[-V1@3, V1]:~ value(frittura,V1).[-V1@2, V1];5.0;0.0;0.01;0.01727;0.08403;0.27156;0.61714
31;1;5;3;105;105;0.6952381134033203;0.37577160199483234;0.37377262115478516;2129.16;:~ value(farinacei,V1).[-V1@2, V1]:~ value(pasta,V1).[-V1@1, V1]:~ value(carne,V1), category(4).[V1@5, V1]:~ value(farinacei,V1), category(4).[V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[-V1@3, V1];5.0;0.0;0.01;0.042;0.066;0.35082;0.53118
32;1;5;3;105;105;0.7650793393452963;0.43939391771952313;0.5011359850565592;1113.76;:~ value(farinacei,V1).[-V1@4, V1]:~ value(carne,V1).[-1@1, V1]:~ category(1).[-1@3]:~ category(3).[-1@2]:~ value(forno,V1), category(4).[-V1@5, V1];5.0;0.0;0.01;0.04313;0.06313;0.44187;0.44187
33;1;5;3;105;105;0.6317460536956787;0.30561912059783936;0.3045634826024373;1952.72;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(pesce,V1).[-V1@4, V1]:~ value(funghi_e_tartufi,V1).[-V1@5, V1]:~ value(forno,V1).[-1@2, V1]:~ value(frittura,V1).[-1@3, V1];5.0;0.0;0.01;0.09465;0.11192;0.33576;0.44768
34;1;5;3;105;105;0.8031745751698812;0.5079364776611328;0.48756829897562665;913.024;:~ value(verdure_e_ortaggi,V1).[1@1, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(uova,V1).[1@3, V1]:~ value(frittura,V1), category(1).[1@4, V1]:~ value(forno,V1), category(4).[1@5, V1];5.0;0.0;0.01;0.10625;0.12625;0.2525;0.505
35;1;5;3;105;105;0.6571428775787354;0.32952455679575604;0.3382352987925212;2194.76;:~ value(farinacei,V1).[V1@1, V1]:~ value(forno,V1).[V1@2, V1]:~ value(funghi_e_tartufi,V1).[1@5, V1]:~ category(3).[1@4]:~ value(verdure_e_ortaggi,V1).[V1@3, V1];5.0;0.0;0.01;0.01429;0.05714;0.43071;0.48786
36;1;5;3;105;105;0.5936507781346639;0.36579163869222003;0.35686274369557697;1709.7;:~ value(funghi_e_tartufi,V1).[V1@4, V1]:~ category(5).[-1@1]:~ value(carne,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1]:~ value(carne,V1), category(4).[-1@3, V1];5.0;0.0;0.01;0.02;0.04;0.08;0.85
37;1;5;3;105;105;0.7523809274037679;0.4281915028889974;0.4469448725382487;354.261;:~ value(farinacei,V1).[-1@4, V1]:~ value(frittura,V1).[-V1@5, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(carne,V1).[-1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@1, V1];5.0;0.0;0.04;0.045;0.06;0.3675;0.4875
38;1;5;3;105;105;0.682539701461792;0.36658962567647296;0.40353302160898846;410.361;:~ value(pesce,V1).[1@5, V1]:~ value(forno,V1).[1@4, V1]:~ value(carne,V1).[-V1@2, V1]:~ category(1).[1@1]:~ value(farinacei,V1), category(4).[V1@3, V1];5.0;0.0;0.01;0.02;0.182;0.182;0.606
39;1;5;3;105;105;0.6253968477249146;0.2844444513320923;0.44308940569559735;439.768;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@3, V1]:~ category(1).[1@2]:~ value(carne,V1), category(4).[-V1@4, V1]:~ value(forno,V1), category(4).[-1@5, V1];5.0;0.0;0.01;0.01727;0.06909;0.41727;0.48636
40;1;5;3;105;105;0.6634921232859293;0.33799445629119873;0.3648049831390381;1625.82;:~ value(erbe_spezie_e_condimenti,V1).[-1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[1@2, V1]:~ category(4).[1@3]:~ category(3).[1@5];5.0;0.0;0.06043;0.06043;0.11437;0.26801;0.49676
41;1;5;3;105;105;0.7396825949350992;0.42151467005411786;0.4174047311147054;163.569;:~ value(erbe_spezie_e_condimenti,V1).[-1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(forno,V1).[1@3, V1]:~ value(funghi_e_tartufi,V1).[1@5, V1]:~ value(pesce,V1).[V1@2, V1];5.0;0.0;0.01;0.02591;0.03455;0.43023;0.49932
42;1;5;3;105;105;0.9111111164093018;0.5769696831703186;0.5960144996643066;566.15;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(frittura,V1).[1@3, V1]:~ value(forno,V1).[1@4, V1]:~ value(carne,V1).[-V1@5, V1]:~ category(4).[-1@2];5.0;0.0;0.01;0.09801;0.11529;0.23057;0.54613
43;1;5;3;105;105;0.682539701461792;0.4706127643585205;0.41875795523325604;2109.94;:~ value(forno,V1).[1@5, V1]:~ value(funghi_e_tartufi,V1).[1@4, V1]:~ value(carne,V1).[-1@3, V1]:~ category(3).[-1@1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@2, V1];5.0;0.0;0.05095;0.09578;0.1219;0.24379;0.48759
44;1;5;3;105;105;0.682539701461792;0.3799412250518799;0.37825624148050946;772.592;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[1@5, V1]:~ value(carne,V1).[-V1@3, V1]:~ category(3).[-1@2]:~ value(farinacei,V1), category(4).[1@4, V1];5.0;0.0;0.01;0.06442;0.17013;0.25182;0.50364
45;1;5;3;105;105;0.7587301731109619;0.5834957758585612;0.4682729244232178;1087.79;:~ value(frittura,V1).[V1@2, V1]:~ value(uova,V1).[1@1, V1]:~ value(verdure_e_ortaggi,V1).[-1@3, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[-V1@4, V1]:~ value(forno,V1), category(4).[-V1@5, V1];5.0;0.0;0.01;0.02;0.09184;0.43208;0.44608
46;1;5;3;105;105;0.6952381134033203;0.3746153910954793;0.3709150155385335;215.08;:~ value(frittura,V1).[-1@3, V1]:~ category(5).[1@2]:~ value(erbe_spezie_e_condimenti,V1), category(4).[V1@4, V1]:~ value(forno,V1), category(4).[-V1@5, V1];4.0;0.0;0.0;0.01;0.03;0.11;0.85
47;1;5;3;105;105;0.7460317611694336;0.4273982842763265;0.47064391771952313;2487.87;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-1@5, V1]:~ value(farinacei,V1).[1@4, V1]:~ value(forno,V1).[1@2, V1]:~ value(pesce,V1).[V1@3, V1];5.0;0.0;0.01;0.01727;0.06515;0.08061;0.82697
48;1;5;3;105;105;0.8730158805847168;0.5504022439320883;0.5590062141418457;503.631;:~ value(frittura,V1).[1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(forno,V1).[1@4, V1]:~ value(carne,V1).[-1@5, V1];5.0;0.0;0.01;0.02591;0.03455;0.06909;0.86045
49;1;5;3;105;105;0.682539701461792;0.4706127643585205;0.41875795523325604;2226.67;:~ value(forno,V1).[1@5, V1]:~ value(carne,V1).[-1@3, V1]:~ value(funghi_e_tartufi,V1).[1@4, V1]:~ category(3).[-1@1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@2, V1];5.0;0.0;0.05095;0.09578;0.1219;0.24379;0.48759
50;1;5;3;105;105;0.6698412895202637;0.3330623308817546;0.3234981298446655;799.228;:~ value(stufato,V1).[-1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[1@2, V1]:~ category(3).[-1@4]:~ value(verdure_e_ortaggi,V1), category(4).[-1@5, V1];5.0;0.0;0.01;0.01727;0.03455;0.43455;0.50364
51;1;5;3;105;105;0.7587301731109619;0.5834957758585612;0.4682729244232178;876.71;:~ value(uova,V1).[1@1, V1]:~ value(frittura,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-1@3, V1]:~ value(forno,V1), category(4).[-1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[-V1@4, V1];5.0;0.0;0.01;0.02;0.09184;0.43208;0.44608
52;1;5;3;105;105;0.7015873591105143;0.3764454523722331;0.3758169809977214;219.45;:~ category(5).[1@2]:~ value(frittura,V1).[-V1@1, V1]:~ value(forno,V1), category(4).[-V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[V1@4, V1];4.0;0.0;0.01;0.02;0.0;0.10267;0.86733
53;1;5;3;105;105;0.7460317611694336;0.4273982842763265;0.47064391771952313;2428.72;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-1@5, V1]:~ value(pesce,V1).[V1@3, V1]:~ value(forno,V1).[V1@2, V1];5.0;0.0;0.01;0.01727;0.06515;0.08061;0.82697
0;1;5;3;190;105;0.5682539939880371;0.33259061972300213;0.2956602970759074;3671.84;:~ value(uova,V1).[-V1@1, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-1@3, V1]:~ category(1).[-1@4]:~ value(farinacei,V1), category(4).[-V1@5, V1];5.0;0.0;0.01;0.036;0.07044;0.11044;0.77311
1;1;5;3;190;105;0.6634921232859293;0.38164250055948895;0.34701697031656903;10504.3;:~ value(uova,V1).[-V1@2, V1]:~ value(pesce,V1).[-V1@1, V1]:~ value(farinacei,V1).[-1@3, V1]:~ category(3).[-1@5]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@4, V1];5.0;0.0;0.01;0.01556;0.03111;0.21389;0.72944
2;1;5;3;190;105;0.7904761632283529;0.45148611068725586;0.4821731646855672;6362.42;:~ value(farinacei,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[1@3, V1]:~ value(carne,V1).[1@5, V1];5.0;0.0;0.01;0.03109;0.03455;0.33218;0.59218
3;1;5;3;190;105;0.8222222328186035;0.5090984503428141;0.4922451178232829;1161.6;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(forno,V1).[-V1@2, V1]:~ category(3).[-1@4]:~ value(pesce,V1), category(3).[-V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.01727;0.0475;0.23685;0.68837
4;1;5;3;190;105;0.8031745751698812;0.5880341529846191;0.6393297910690308;14162.7;:~ value(forno,V1).[V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@3, V1]:~ category(3).[1@2]:~ value(pesce,V1), category(4).[V1@5, V1];5.0;0.0;0.01288;0.02459;0.06557;0.16978;0.72718
5;1;5;3;190;105;0.6380952596664429;0.4664570093154907;0.39907097816467285;4591.43;:~ value(frittura,V1).[V1@5, V1]:~ value(uova,V1).[V1@1, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ category(4).[1@4];5.0;0.0;0.015;0.045;0.12;0.17;0.64999
6;1;5;3;190;105;0.6761905352274576;0.39500919977823895;0.4186402161916097;4501.85;:~ value(uova,V1).[1@1, V1]:~ value(frittura,V1).[-1@2, V1]:~ value(verdure_e_ortaggi,V1), category(4).[1@5, V1]:~ value(pesce,V1), category(3).[V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.02;0.11;0.27;0.59
7;1;5;3;190;105;0.644444465637207;0.560123085975647;0.4104592800140381;58576;:~ value(frittura,V1).[V1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ category(3).[1@2]:~ value(uova,V1), category(3).[1@4, V1]:~ value(pesce,V1), category(3).[V1@5, V1];5.0;0.0;0.01;0.01727;0.04476;0.23063;0.69734
8;1;5;3;190;105;0.6952381134033203;0.4772300720214844;0.5158982674280802;2321.27;:~ value(stufato,V1).[-V1@5, V1]:~ value(farinacei,V1).[1@4, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ category(3).[-1@2]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-1@3, V1];5.0;0.0;0.01;0.095;0.115;0.23;0.55
9;1;5;3;190;105;0.8222222328186035;0.5291949907938639;0.5037864049275717;270.799;:~ value(stufato,V1).[-V1@3, V1]:~ value(uova,V1).[1@5, V1]:~ value(farinacei,V1).[V1@1, V1]:~ value(pesce,V1).[-V1@4, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@2, V1];5.0;0.0;0.01;0.02667;0.1465;0.40521;0.41162
10;1;5;3;190;105;0.7777777512868246;0.46060605843861896;0.45454545815785724;6455.74;:~ value(pesce,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-V1@1, V1]:~ category(3).[-1@4]:~ category(1).[-1@5]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.036;0.176;0.176;0.602
11;1;5;3;190;105;0.6253968079884847;0.29961780707041424;0.30870405832926434;201587;:~ value(uova,V1).[V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@2, V1]:~ value(pesce,V1).[-V1@3, V1]:~ category(4).[1@4]:~ value(farinacei,V1), category(3).[1@5, V1];5.0;0.0;0.01;0.055;0.108;0.3535;0.4735
12;1;5;3;190;105;0.7015873591105143;0.44103002548217773;0.45171956221262616;2548.71;:~ value(stufato,V1).[1@4, V1]:~ value(uova,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-1@5, V1]:~ value(verdure_e_ortaggi,V1).[1@2, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[-V1@3, V1];5.0;0.0;0.01;0.02;0.0825;0.1;0.7875
13;1;5;3;190;105;0.6444444259007772;0.32118703921635944;0.324368675549825;4650.67;:~ value(stufato,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(farinacei,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[1@2, V1]:~ value(pesce,V1), category(4).[1@5, V1];5.0;0.0;0.01;0.01727;0.07636;0.39273;0.50364
14;1;5;3;190;105;0.7460317611694336;0.4727584520975749;0.7431138356526693;178.734;:~ value(erbe_spezie_e_condimenti,V1).[-1@3, V1]:~ value(farinacei,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-1@1, V1]:~ category(3).[1@4]:~ value(pesce,V1), category(4).[V1@5, V1];5.0;0.0;0.01;0.02333;0.12705;0.17038;0.66923
15;1;5;3;190;105;0.6571428775787354;0.4236001968383789;0.4284646511077881;277.293;:~ value(farinacei,V1).[-V1@4, V1]:~ category(3).[1@5]:~ value(verdure_e_ortaggi,V1), category(3).[-1@3, V1];3.0;0.0;0.0;0.0;0.1485;0.3465;0.505
16;1;5;3;190;105;0.6126984357833862;0.34494948387145996;0.33621056874593097;2365.52;:~ value(uova,V1).[-1@2, V1]:~ value(farinacei,V1).[-1@5, V1]:~ value(pesce,V1).[-V1@1, V1]:~ category(4).[1@4]:~ value(verdure_e_ortaggi,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.01556;0.12445;0.12445;0.72555
17;1;5;3;190;105;0.7269841829935709;0.38198479016621906;0.4148147900899251;3756.59;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[-1@5, V1]:~ value(pesce,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[1@3, V1]:~ value(pesce,V1), category(4).[1@4, V1];5.0;0.0;0.01;0.03109;0.03455;0.06909;0.85527
18;1;5;3;190;105;0.6571428775787354;0.38164981206258136;0.32592593630154926;861.789;:~ value(stufato,V1).[-1@5, V1]:~ value(frittura,V1).[-1@3, V1]:~ value(pesce,V1).[-V1@1, V1]:~ category(4).[-1@2];4.0;0.0;0.01;0.23583;0.25139;0.0;0.50278
19;1;5;3;190;105;0.6380952596664429;0.2935396631558736;0.3067129651705424;321.597;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[-V1@5, V1]:~ value(verdure_e_ortaggi,V1).[-1@2, V1]:~ category(3).[1@4]:~ value(erbe_spezie_e_condimenti,V1), category(4).[V1@3, V1];5.0;0.0;0.01;0.01781;0.10796;0.1136;0.75064
20;1;5;3;190;105;0.6571428775787354;0.4275543689727783;0.45204679171244305;422.766;:~ value(stufato,V1).[-V1@1, V1]:~ value(pesce,V1).[1@2, V1]:~ category(1).[1@5]:~ category(4).[1@4]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.02;0.22;0.22;0.53
21;1;5;3;190;105;0.7777778307596842;0.7742014726003011;0.5161193609237671;11259.5;:~ value(uova,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(farinacei,V1).[-V1@3, V1]:~ value(pesce,V1).[-V1@2, V1]:~ value(pesce,V1), category(4).[1@5, V1];5.0;0.0;0.01;0.04682;0.17113;0.27882;0.49323
22;1;5;3;190;105;0.561904788017273;0.23174603780110678;0.2384778062502543;4400.1;:~ value(uova,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[1@5, V1]:~ value(verdure_e_ortaggi,V1).[-1@2, V1]:~ category(3).[1@3];5.0;0.0;0.01;0.07576;0.09303;0.31758;0.50364
23;1;5;3;190;105;0.555555542310079;0.22209779421488443;0.2600472768147786;788.498;:~ value(uova,V1).[V1@2, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(pesce,V1).[V1@5, V1]:~ value(farinacei,V1).[-V1@4, V1]:~ category(3).[1@3];5.0;0.0;0.01;0.01727;0.07668;0.22226;0.67379
24;1;5;3;190;105;0.7015872796376547;0.5871913433074951;0.46721963087717694;532.412;:~ value(frittura,V1).[1@5, V1]:~ value(uova,V1).[-1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-1@2, V1];5.0;0.0;0.066;0.066;0.124;0.248;0.496
25;1;5;3;190;105;0.5936508178710938;0.3732943534851074;0.26874999205271405;352.376;:~ value(uova,V1).[V1@1, V1]:~ value(pesce,V1).[-V1@4, V1]:~ category(3).[-1@3]:~ value(verdure_e_ortaggi,V1), category(3).[V1@2, V1]:~ value(farinacei,V1), category(3).[-V1@5, V1];5.0;0.0;0.01;0.04;0.08393;0.24107;0.625
26;1;5;3;190;105;0.6190476417541504;0.2799389759699504;0.32923078536987305;1448.41;:~ value(uova,V1).[-V1@2, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[-1@3, V1]:~ category(3).[-1@4]:~ category(1).[-1@5];5.0;0.0;0.01833;0.02333;0.04667;0.09333;0.81833
27;1;5;3;190;105;0.6952381134033203;0.3672839403152466;0.41675376892089844;1871.31;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(pesce,V1).[1@4, V1]:~ category(1).[1@5]:~ category(3).[1@3]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@2, V1];5.0;0.0;0.01;0.02909;0.03909;0.07818;0.84364
28;1;5;3;190;105;0.7523810068766276;0.43542484442392987;0.4497554302215576;964.212;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[1@3, V1]:~ value(forno,V1).[-V1@5, V1]:~ category(3).[1@4]:~ value(verdure_e_ortaggi,V1), category(3).[-1@2, V1];5.0;0.0;0.01;0.01727;0.04891;0.42018;0.50364
29;1;5;3;190;105;0.5936508178710938;0.2639506260553996;0.34552844365437824;651.527;:~ value(uova,V1).[-V1@1, V1]:~ value(pesce,V1).[V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@2, V1]:~ value(farinacei,V1).[-1@3, V1]:~ value(carne,V1).[V1@4, V1];5.0;0.0;0.01;0.0275;0.04335;0.31521;0.60394
30;1;5;3;190;105;0.7650793393452963;0.4355158805847168;0.4350617329279582;1226.16;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ category(1).[-1@5]:~ category(3).[-1@1]:~ value(pesce,V1), category(4).[-V1@4, V1];5.0;0.0;0.01;0.04;0.11;0.42;0.42
31;1;5;3;190;105;0.6380952596664429;0.3894623915354411;0.30400516589482623;1208.62;:~ value(frittura,V1).[1@5, V1]:~ value(uova,V1).[-1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-1@2, V1]:~ value(verdure_e_ortaggi,V1), category(3).[V1@4, V1]:~ value(pesce,V1), category(4).[-V1@3, V1];5.0;0.0;0.02556;0.07113;0.19204;0.28451;0.42676
32;1;5;3;190;105;0.6190476417541504;0.3087843656539917;0.31840312480926514;830.694;:~ value(farinacei,V1).[-V1@4, V1]:~ value(forno,V1).[V1@1, V1]:~ category(3).[1@3]:~ category(4).[1@2]:~ value(pesce,V1), category(4).[1@5, V1];5.0;0.0;0.01;0.02;0.05812;0.40688;0.505
33;1;5;3;190;105;0.6888888676961263;0.353801170984904;0.3571428457895915;1318.82;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[-V1@3, V1]:~ value(pesce,V1).[-V1@4, V1]:~ value(forno,V1).[V1@5, V1]:~ value(verdure_e_ortaggi,V1).[-1@2, V1];5.0;0.0;0.01;0.01727;0.10409;0.24955;0.61909
34;1;5;3;190;105;0.8476190567016602;0.5690011978149414;0.5487705071767172;2312.61;:~ value(frittura,V1).[-V1@1, V1]:~ value(farinacei,V1).[1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[1@3, V1]:~ value(carne,V1).[-V1@5, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@2, V1];5.0;0.0;0.01;0.02667;0.04;0.08;0.84333
35;1;5;3;190;105;0.7777778307596842;0.6145047744115194;0.5427695910135905;1624.22;:~ value(frittura,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-1@1, V1]:~ category(3).[1@5]:~ value(pesce,V1), category(4).[-1@3, V1];5.0;0.0;0.01;0.03667;0.20333;0.25;0.5
36;1;5;3;190;105;0.720634937286377;0.4931056499481201;0.4783308506011963;1724.72;:~ value(pesce,V1).[1@5, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1]:~ category(3).[1@4]:~ value(verdure_e_ortaggi,V1), category(3).[-1@3, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@2, V1];5.0;0.0;0.01;0.06909;0.06909;0.13661;0.71521
37;1;5;3;190;105;0.6063491900761923;0.2786324818929036;0.2933715184529622;3044.12;:~ value(uova,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@2, V1]:~ category(1).[-1@5]:~ value(pesce,V1), category(3).[-V1@3, V1]:~ value(farinacei,V1), category(4).[-V1@4, V1];5.0;0.0;0.0118;0.03244;0.1552;0.40028;0.40028
38;1;5;3;190;105;0.7460317611694336;0.4154001871744792;0.4531490008036296;11320.9;:~ value(farinacei,V1).[V1@3, V1]:~ value(forno,V1).[1@1, V1]:~ value(carne,V1).[-V1@4, V1]:~ category(4).[-1@2]:~ value(farinacei,V1), category(3).[-V1@5, V1];5.0;0.0;0.01;0.02;0.105;0.18125;0.68375
39;1;5;3;190;105;0.5936508178710938;0.25696970025698346;0.4139566421508789;11696.4;:~ value(frittura,V1).[V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(farinacei,V1).[1@2, V1]:~ value(verdure_e_ortaggi,V1).[-V1@5, V1]:~ value(pesce,V1), category(3).[V1@3, V1];5.0;0.0;0.01;0.01727;0.07773;0.21136;0.68364
40;1;5;3;190;105;0.6571428775787354;0.3317859371503194;0.3574172655741374;5303.43;:~ value(uova,V1).[1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(forno,V1).[-V1@2, V1]:~ category(3).[1@5]:~ value(verdure_e_ortaggi,V1), category(4).[V1@4, V1];5.0;0.0;0.01;0.01727;0.04061;0.07515;0.85697
41;1;5;3;190;105;0.7142857710520426;0.385620911916097;0.38814016183217365;1154.56;:~ value(uova,V1).[V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@5, V1]:~ value(farinacei,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1), category(3).[1@4, V1];4.0;0.0;0.01;0.08443;0.0;0.15973;0.74584
42;1;5;3;190;105;0.8095238208770752;0.5748766660690308;0.49430640538533527;1982.76;:~ value(frittura,V1).[1@1, V1]:~ category(1).[1@5]:~ value(forno,V1).[V1@3, V1]:~ category(3).[1@4]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@2, V1];5.0;0.0;0.01;0.0275;0.0425;0.0825;0.8375
43;1;5;3;190;105;0.6507936716079712;0.32098766167958576;0.33756136894226074;4278.81;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ category(1).[1@5]:~ value(verdure_e_ortaggi,V1).[-1@2, V1]:~ category(3).[1@3]:~ value(pesce,V1), category(4).[1@4, V1];5.0;0.0;0.04223;0.04223;0.0976;0.20744;0.6105
44;1;5;3;190;105;0.7968254089355469;0.4662720362345378;0.4766081968943278;2521.54;:~ value(uova,V1).[1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ category(1).[1@5]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ value(pesce,V1), category(4).[1@4, V1];5.0;0.0;0.01;0.02909;0.04636;0.41091;0.50364
45;1;5;3;190;105;0.7396825154622396;0.5054316520690918;0.5001424153645834;997.167;:~ value(frittura,V1).[-1@3, V1]:~ value(farinacei,V1).[1@2, V1]:~ value(pesce,V1).[-V1@4, V1]:~ value(carne,V1).[-1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@1, V1];5.0;0.0;0.01;0.0438;0.13595;0.39421;0.41603
46;1;5;3;190;105;0.644444465637207;0.3993784189224243;0.3273420532544454;742.891;:~ value(pesce,V1).[V1@5, V1]:~ value(carne,V1).[1@1, V1]:~ category(3).[1@4]:~ category(1).[-1@3];4.0;0.0;0.01;0.0;0.07182;0.09182;0.82636
47;1;5;3;190;105;0.8476190567016602;0.6025691827138265;0.6002209583918253;1482.3;:~ value(uova,V1).[-1@1, V1]:~ value(farinacei,V1).[V1@2, V1]:~ value(carne,V1).[-1@5, V1]:~ category(4).[-1@3]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@4, V1];5.0;0.0;0.01;0.02992;0.04992;0.45508;0.45508
