USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY;NUMBER_WC;treshold;F1;F2;F3;F4;F5
23;5;5;3;45;45;0.8370370864868164;0.6718691984812418;0.6847619215647379;57.414;:~ value(pasta,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ category(4).[-1@3]:~ value(farinacei,V1).[-V1@4, V1];4.0;0.0;0.0;0.01;0.11;0.33;0.0
24;5;5;3;45;45;0.8518518606821696;0.6635802586873373;0.6388889153798422;63.281;:~ value(pasta,V1).[V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@4, V1]:~ value(carne,V1).[-V1@2, V1]:~ category(1).[1@5];4.0;0.0;0.0;0.01;0.0;0.09;1.8
25;5;5;3;45;45;0.8666666348775228;0.5584415594736735;0.549999992052714;72.752;:~ value(pasta,V1).[V1@3, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@4, V1]:~ value(farinacei,V1).[V1@5, V1];4.0;0.0;0.0;0.01;0.09;0.54;5.94
26;5;5;3;45;45;0.8814814885457357;0.6086956659952799;0.5610766013463339;57.5;:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ value(forno,V1).[-V1@1, V1]:~ value(farinacei,V1).[V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@5, V1];4.0;0.0;0.0;0.0;0.01;0.11;0.66
27;5;5;3;45;45;0.8962963422139486;0.5757575829823812;0.5632411042849222;72.661;:~ value(pasta,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ category(1).[1@5]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@4, V1];4.0;0.0;0.0;0.01;0.11;0.66;13.2
28;5;5;3;45;45;0.8666666348775228;0.6479700803756714;0.6833333174387614;85.102;:~ value(pasta,V1).[-V1@3, V1]:~ value(carne,V1).[-V1@2, V1]:~ category(2).[-1@4]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@5, V1];4.0;0.0;0.0;0.01;0.09;0.54;1.62
29;5;5;3;45;45;0.8518518606821696;0.5560640494028727;0.5685805479685465;73.417;:~ value(pasta,V1).[V1@3, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ value(forno,V1).[V1@5, V1]:~ category(4).[1@4];5.0;0.0;0.0;0.01;0.09;0.54;1.08
30;5;5;3;45;45;0.7925926049550375;0.657575766245524;0.6774083773295084;107.261;:~ value(pasta,V1).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ category(4).[-1@2]:~ category(2).[-1@4]:~ value(forno,V1), category(3).[-V1@5, V1];5.0;0.0;0.0;0.01;0.03;0.18;0.54
31;5;5;3;45;45;0.8370370864868164;0.6182539463043213;0.6340924898783366;83.101;:~ value(pasta,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ category(4).[1@4]:~ category(3).[1@3]:~ value(forno,V1), category(3).[V1@5, V1];5.0;0.0;0.0;0.01;0.04;0.08;0.16
32;5;5;3;45;45;0.7629629770914713;0.6191142002741495;0.6059828996658325;80.012;:~ value(pasta,V1).[V1@5, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ category(3).[1@2];3.0;0.0;0.0;0.01;0.0;0.0;0.02
33;5;5;3;45;45;0.6740740935007731;0.6832010746002197;0.6033138434092203;68.787;:~ value(verdure_e_ortaggi,V1).[-V1@1, V1]:~ category(1).[-1@5]:~ category(4).[-1@4];3.0;0.0;0.0;0.0;0.0;0.01;0.03
34;5;5;3;45;45;0.8370370070139567;0.6318891843159994;0.5996336936950684;74.063;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ value(carne,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ category(1).[1@5];4.0;0.0;0.0;0.01;0.0;1999999.978;6000000.044
35;5;5;3;45;45;0.8962962627410889;0.9066666762034098;0.7909091313680013;52.028;:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@5, V1];3.0;0.0;0.0;0.0;0.01;0.11;0.44
36;5;5;3;45;45;0.7925926049550375;0.75;0.6804511547088623;62.395;:~ category(3).[1@5]:~ category(2).[-1@1];2.0;0.0;0.0;0.0;0.0;0.0;0.01
37;5;5;3;45;45;0.7629629770914713;0.6059379577636719;0.6222710609436035;83.259;:~ value(pasta,V1).[V1@4, V1]:~ value(farinacei,V1).[V1@5, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@1, V1];3.0;0.0;0.0;0.0;0.0;0.01;0.06
38;5;5;3;45;45;0.8370370864868164;0.6585185527801514;0.6467339992523193;77.713;:~ value(carne,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ value(forno,V1).[-V1@4, V1]:~ category(3).[-1@5];4.0;0.0;0.0;0.01;0.11;1.1;5.5
39;5;5;3;45;45;0.8962963422139486;0.561253547668457;0.6021505196889242;59.057;:~ value(pasta,V1).[V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@4, V1]:~ value(verdure_e_ortaggi,V1).[-V1@3, V1];3.0;0.0;0.0;0.0;0.01;0.04;0.8
40;5;5;3;45;45;0.8518518606821696;0.5733652114868164;0.5555555820465088;78.026;:~ value(carne,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[-V1@1, V1]:~ value(forno,V1).[-V1@4, V1]:~ category(1).[1@5]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@3, V1];5.0;0.0;0.0;0.01;0.1;2.0;10.0
41;5;5;3;45;45;0.7629629770914713;0.6115779876708984;0.6153846184412638;119.365;:~ value(forno,V1).[-V1@4, V1]:~ category(4).[-1@5]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@3, V1];3.0;0.0;0.0;0.0;666666.66333;2000000.0;10000000.0
42;5;5;3;45;45;0.8518518606821696;0.5377668539683024;0.5233786106109619;68.397;:~ value(pasta,V1).[V1@4, V1]:~ value(carne,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ value(forno,V1).[V1@5, V1];4.0;0.0;0.0;0.01;0.0;0.04;0.24
43;5;5;3;45;45;0.7481481234232584;0.5694444179534912;0.5649122794469198;101.999;:~ category(4).[-1@5]:~ value(forno,V1), category(3).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1), category(3).[V1@1, V1];4.0;0.0;0.0;0.0;0.01;0.04;0.16
44;5;5;3;45;45;0.8222222328186035;0.5763889153798422;0.5555555820465088;110.038;:~ value(pasta,V1).[V1@3, V1]:~ category(3).[-1@2]:~ category(4).[1@1]:~ value(carne,V1), category(3).[-V1@5, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@4, V1];5.0;0.0;0.0;0.01;0.03;0.18;0.72
45;5;5;3;45;45;0.8074074586232504;0.6319758892059326;0.5977951288223267;86.856;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ value(carne,V1).[V1@2, V1]:~ category(1).[-1@5]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@3, V1];4.0;0.0;0.0;0.01;0.1;2499999.89;7500000.07
46;5;5;3;45;45;0.6888888676961263;0.4748677412668864;0.5951690673828125;100.982;:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ value(forno,V1).[-V1@2, V1]:~ category(4).[-1@1];3.0;0.0;0.0;0.01;0.05;0.0;0.0
47;5;5;3;45;45;0.8074073791503906;0.4898245731989543;0.5079365173975626;106.28;:~ value(pasta,V1).[V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ value(farinacei,V1).[V1@4, V1];4.0;0.0;0.0;0.01;0.04;0.8;4.8
48;5;5;3;45;45;0.8518518606821696;0.5377668539683024;0.5233786106109619;69.572;:~ value(pasta,V1).[V1@4, V1]:~ value(carne,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ value(forno,V1).[V1@5, V1];4.0;0.0;0.0;0.01;0.0;0.04;0.24
49;5;5;3;45;45;0.7481481234232584;0.5694444179534912;0.5649122794469198;102.518;:~ category(4).[-1@5]:~ value(forno,V1), category(3).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1), category(3).[V1@1, V1];4.0;0.0;0.0;0.0;0.01;0.04;0.16
50;5;5;3;45;45;0.8222222328186035;0.5763889153798422;0.5555555820465088;108.715;:~ value(pasta,V1).[V1@3, V1]:~ category(3).[-1@2]:~ category(4).[1@1]:~ value(carne,V1), category(3).[-V1@5, V1]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@4, V1];5.0;0.0;0.0;0.01;0.03;0.18;0.72
51;5;5;3;45;45;0.8074074586232504;0.6319758892059326;0.5977951288223267;96.619;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ value(carne,V1).[V1@2, V1]:~ category(1).[-1@5]:~ value(verdure_e_ortaggi,V1), category(3).[-V1@3, V1];4.0;0.0;0.0;0.01;0.1;2499999.89;7500000.07
52;5;5;3;45;45;0.6888888676961263;0.4748677412668864;0.5951690673828125;104.439;:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ value(forno,V1).[-V1@2, V1]:~ category(4).[-1@1];3.0;0.0;0.0;0.01;0.05;0.0;0.0
53;5;5;3;45;45;0.8074073791503906;0.4898245731989543;0.5079365173975626;91.118;:~ value(pasta,V1).[V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ value(farinacei,V1).[V1@4, V1];4.0;0.0;0.0;0.01;0.04;0.8;4.8
0;5;5;3;105;105;0.8031746546427408;0.5593711535135905;0.5402815341949463;2491.93;:~ value(carne,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ value(farinacei,V1).[V1@4, V1]:~ value(forno,V1), category(1).[V1@5, V1]:~ value(latticini,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.1;0.3;1.8
1;5;5;3;105;105;0.7841269969940186;0.5569139321645101;0.5335156520207723;1006.37;:~ value(pasta,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(frittura,V1).[-V1@3, V1]:~ value(forno,V1).[-V1@5, V1];4.0;0.0;0.0;0.0;0.01;0.06;1999999.952
2;5;5;3;105;105;0.8476190567016602;0.6299283504486084;0.5880414644877116;1490.11;:~ value(pasta,V1).[-V1@2, V1]:~ value(carne,V1).[V1@4, V1]:~ value(frittura,V1).[-V1@3, V1]:~ category(1).[-1@5]:~ category(3).[-1@1];5.0;0.0;0.0;0.01;0.06;0.36;3.6
3;5;5;3;105;105;0.8476190567016602;0.5911885102589926;0.5104947884877523;807.998;:~ value(latticini,V1).[V1@3, V1]:~ value(carne,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[V1@2, V1]:~ category(3).[-1@4]:~ value(forno,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;0.11;0.44;1.32
4;5;5;3;105;105;0.8285714785257975;0.614422082901001;0.7176656723022461;1717.91;:~ value(pasta,V1).[-V1@1, V1]:~ value(forno,V1).[V1@2, V1]:~ category(4).[-1@3]:~ value(carne,V1), category(4).[-V1@5, V1]:~ value(frittura,V1), category(4).[V1@4, V1];5.0;0.0;0.0;0.01;0.06;0.18;1.08
5;5;5;3;105;105;0.8095238208770752;0.5458297332127889;0.5804843505223592;1182.72;:~ value(pasta,V1).[V1@1, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1), category(4).[-V1@5, V1]:~ value(latticini,V1), category(1).[-V1@4, V1]:~ value(carne,V1), category(3).[-V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;0.72
6;5;5;3;105;105;0.7904761632283529;0.537118673324585;0.5388007164001465;4360.47;:~ value(pasta,V1).[V1@3, V1]:~ value(latticini,V1).[V1@4, V1]:~ value(carne,V1).[-V1@1, V1]:~ value(forno,V1).[V1@2, V1]:~ value(erbe_spezie_e_condimenti,V1), category(3).[V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.36;1.44
7;5;5;3;105;105;0.7968254089355469;0.6031954288482666;0.6106444994608561;853.455;:~ value(erbe_spezie_e_condimenti,V1).[V1@4, V1]:~ value(frittura,V1).[V1@1, V1]:~ category(3).[1@3]:~ value(forno,V1), category(4).[V1@5, V1]:~ value(carne,V1), category(3).[-V1@2, V1];5.0;0.0;0.0;0.01;0.06;0.12;2.4
8;5;5;3;105;105;0.8920634587605795;0.6520525614420573;0.6408616701761881;317.436;:~ value(pasta,V1).[V1@1, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1).[-V1@4, V1]:~ category(4).[-1@3]:~ value(latticini,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.18;1.08
9;5;5;3;105;105;0.8285714785257975;0.6244528690973917;0.6253501574198405;569.818;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(frittura,V1).[V1@1, V1]:~ value(forno,V1), category(4).[-V1@5, V1]:~ value(carne,V1), category(3).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1), category(4).[-V1@4, V1];5.0;0.0;0.0;0.01;0.06;1.2;1999999.968
10;5;5;3;105;105;0.8476190567016602;0.6282894611358643;0.5177777608235677;173.403;:~ value(carne,V1).[V1@1, V1]:~ value(stufato,V1).[-V1@2, V1]:~ value(stufato,V1), category(3).[V1@4, V1]:~ value(pasta,V1), category(3).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.04;0.24;1.44
11;5;5;3;105;105;0.8476190567016602;0.6413893699645996;0.6443336804707845;843.948;:~ value(verdure_e_ortaggi,V1).[V1@3, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1).[V1@1, V1]:~ category(5).[-1@4]:~ category(4).[-1@5];5.0;0.0;0.0;0.01;0.06;4999999.515;9999999.69
12;5;5;3;105;105;0.9174602826436361;0.8132985432942709;0.7677590847015381;364.176;:~ value(latticini,V1).[-V1@4, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1]:~ value(frittura,V1).[-V1@2, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[-V1@5, V1]:~ value(carne,V1), category(3).[V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.6;1.8
13;5;5;3;105;105;0.8539682229359945;0.5588874419530233;0.5268361568450928;773.87;:~ value(pasta,V1).[-V1@1, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(frittura,V1).[-V1@3, V1]:~ category(5).[-1@5]:~ value(forno,V1), category(4).[-V1@4, V1];5.0;0.0;0.0;0.01;0.06;0.36;2.16
14;5;5;3;105;105;0.8222222328186035;0.5473922888437907;0.5187908808390299;2241.24;:~ value(carne,V1).[-V1@1, V1]:~ value(stufato,V1).[V1@3, V1]:~ category(4).[1@2]:~ value(pasta,V1), category(3).[V1@4, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.02;0.12;0.72
15;5;5;3;105;105;0.9111111164093018;0.7551392714182535;0.8570194244384766;335.592;:~ value(erbe_spezie_e_condimenti,V1).[-V1@2, V1]:~ value(frittura,V1).[-V1@1, V1]:~ value(stufato,V1).[-V1@4, V1]:~ value(forno,V1).[-V1@3, V1]:~ category(4).[-1@5];5.0;0.0;0.0;0.01;0.05;3333333.15;9999999.75
16;5;5;3;105;105;0.8603174686431885;0.5485079288482666;0.5701058308283488;776.556;:~ value(pasta,V1).[-V1@2, V1]:~ value(latticini,V1).[-V1@5, V1]:~ value(carne,V1).[V1@1, V1]:~ value(stufato,V1).[-V1@4, V1]:~ value(frittura,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;1.44
17;5;5;3;105;105;0.7904761632283529;0.5778164863586426;0.4940476417541504;439.343;:~ value(pasta,V1).[-V1@1, V1]:~ value(latticini,V1).[-V1@5, V1]:~ value(frittura,V1).[-V1@2, V1]:~ value(farinacei,V1).[-V1@4, V1]:~ value(carne,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;1.08
18;5;5;3;105;105;0.8539682229359945;0.7060185273488363;0.8079648017883301;819.713;:~ value(stufato,V1).[-V1@5, V1]:~ value(frittura,V1).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@1, V1]:~ category(1).[-1@4]:~ value(carne,V1), category(4).[V1@2, V1];5.0;0.0;0.0;0.01;0.1;0.6;1.8
19;5;5;3;105;105;0.8222222328186035;0.5111111005147299;0.5160493850708008;2703.57;:~ value(latticini,V1).[-V1@2, V1]:~ value(carne,V1).[V1@1, V1]:~ value(frittura,V1).[V1@4, V1]:~ value(forno,V1).[V1@3, V1]:~ value(pasta,V1), category(3).[V1@5, V1];5.0;0.0;0.0;0.01;0.03;0.18;1.08
20;5;5;3;105;105;0.8476190567016602;0.5261904795964559;0.5323847929636637;1048.98;:~ value(pasta,V1).[-V1@5, V1]:~ value(carne,V1).[-V1@4, V1]:~ value(frittura,V1).[-V1@1, V1]:~ value(forno,V1).[-V1@2, V1];4.0;0.0;0.0;0.01;0.0;0.06;0.36
21;5;5;3;105;105;0.7904762427012125;0.536709189414978;0.5311965942382812;1044.41;:~ value(pasta,V1).[-V1@1, V1]:~ value(latticini,V1).[-V1@2, V1]:~ value(frittura,V1).[-V1@4, V1]:~ value(forno,V1).[-V1@3, V1]:~ value(farinacei,V1).[-V1@5, V1];5.0;0.0;0.0;0.01;0.03;999999.952;4999999.94
22;5;5;3;105;105;0.7968254089355469;0.514344851175944;0.5080399910608927;564.822;:~ value(pasta,V1).[V1@1, V1]:~ value(latticini,V1).[-V1@5, V1]:~ value(carne,V1).[-V1@4, V1]:~ value(frittura,V1).[V1@3, V1];4.0;0.0;0.0;0.0;0.01;0.06;4999999.855
23;5;5;3;105;105;0.8476190567016602;0.6237161556879679;0.621543804804484;305.523;:~ value(carne,V1).[V1@1, V1]:~ value(frittura,V1).[V1@2, V1]:~ category(5).[1@3]:~ value(pasta,V1), category(3).[V1@4, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.12;0.72
24;5;5;3;105;105;0.8158729871114095;0.6541254917780558;0.6824398040771484;794.7;:~ value(carne,V1).[-V1@1, V1]:~ category(3).[-1@2]:~ value(forno,V1), category(1).[-V1@4, V1]:~ value(latticini,V1), category(4).[V1@5, V1]:~ value(verdure_e_ortaggi,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.03;0.09;0.54
25;5;5;3;105;105;0.8857142925262451;0.633073091506958;0.6366329590479533;374.165;:~ value(pasta,V1).[V1@2, V1]:~ value(frittura,V1).[V1@4, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ value(farinacei,V1).[V1@3, V1]:~ value(carne,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.36;2.16
26;5;5;3;105;105;0.7777778307596842;0.5182432333628336;0.5262273152669271;2151.35;:~ value(pasta,V1).[-V1@1, V1]:~ value(latticini,V1).[-V1@3, V1]:~ value(carne,V1).[V1@2, V1]:~ category(1).[-1@5]:~ value(forno,V1), category(4).[V1@4, V1];5.0;0.0;0.0;0.01;0.1;0.3;1.8
