USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;TRAIN_TIME;TEMP1;TEMP2;TEMP3;THEORY
15;1;5;3;105;1;0;0;0;4.182;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.121;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;4.356;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.561;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;72.99;:~ category(4).[-1@5] 
15;1;5;3;105;1;0;0;0;58.782;:~ value(frittura,V1).[-V1@2, V1] :~ value(latticini,V1).[-V1@4, V1] :~ value(forno,V1), category(3).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;38.71;:~ value(frittura,V1).[-V1@4, V1] 
15;1;5;3;105;1;0;0;0;10.723;:~ value(carne,V1).[-V1@4, V1] 
15;1;5;3;105;1;0;0;0;4.561;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.452;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.387;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.136;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;5.731;:~ category(4).[-1@1] 
15;1;5;3;105;1;0;0;0;5.822;:~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.75;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.359;:~ value(frutta,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;47.981;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;25.703;:~ category(3).[1@4] 
15;1;5;3;105;1;0;0;0;4.297;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.572;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;5.943;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;7.805;:~ value(cereali,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;389.714;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;15.219;:~ value(verdure_e_ortaggi,V1), category(4).[-V1@1, V1] :~ value(frittura,V1), category(4).[-V1@2, V1] 
15;1;5;3;105;1;0;0;0;13.895;:~ value(frittura,V1).[-V1@1, V1] :~ value(verdure_e_ortaggi,V1), category(4).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.82;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;402.516;:~ value(stufato,V1).[V1@1, V1] :~ value(uova,V1), category(3).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;419.658;:~ value(difficulty,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;549.151;:~ value(marinatura,V1), category(5).[-V1@1, V1] :~ value(rosolatura,V1), category(5).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;739.064;:~ value(pasta,V1).[-V1@1, V1] :~ value(marinatura,V1).[-V1@2, V1] :~ value(rosolatura,V1), category(1).[V1@4, V1] 
15;1;5;3;105;1;0;0;0;8.143;:~ category(3).[1@2] 
15;1;5;3;105;1;0;0;0;4.338;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.184;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.366;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;5.561;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;5.791;:~ value(verdure_e_ortaggi,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;414.411;:~ value(rosolatura,V1).[V1@4, V1] :~ value(frutta,V1).[-V1@5, V1] :~ value(marinatura,V1).[-V1@2, V1] :~ value(carne,V1).[V1@3, V1] 
15;1;5;3;105;1;0;0;0;4.21;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.326;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;31.593;:~ value(uova,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.326;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.581;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;5.999;:~ category(4).[-1@5] 
15;1;5;3;105;1;0;0;0;217.246;:~ value(latticini,V1).[V1@2, V1] 
15;1;5;3;105;1;0;0;0;4.274;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.345;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.321;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.142;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.412;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;15.033;:~ category(3).[1@5] 
15;1;5;3;105;1;0;0;0;4.033;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;5.612;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;96.432;:~ value(uova,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;394.287;:~ value(frittura,V1), category(3).[V1@2, V1] 
15;1;5;3;105;1;0;0;0;3.893;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.761;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.644;:~ category(4).[-1@1] 
15;1;5;3;105;1;0;0;0;4.31;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.953;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;831.465;:~ value(stufato,V1).[V1@4, V1] :~ value(frittura,V1).[-V1@5, V1] :~ value(uova,V1).[-V1@3, V1] 
15;1;5;3;105;1;0;0;0;10.918;:~ value(frittura,V1).[-V1@3, V1] 
15;1;5;3;105;1;0;0;0;3.561;:~ value(cereali,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;141.632;:~ value(rosolatura,V1).[-V1@3, V1] 
15;1;5;3;105;1;0;0;0;3.546;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.393;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;22.387;:~ value(latticini,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.799;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;3.442;:~ value(cereali,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.864;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;3.446;:~ value(carne,V1).[-V1@5, V1] 
3;1;5;3;105;1;0;0;0;35.639;:~ value(carne,V1).[-V1@4, V1] 
3;1;5;3;105;1;0;0;0;14.992;:~ category(3).[-1@4] 
3;1;5;3;105;1;0;0;0;364.276;:~ value(erbe_spezie_e_condimenti,V1).[V1@5, V1] 
3;1;5;3;105;1;0;0;0;5.919;:~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;105;1;0;0;0;701.426;:~ value(forno,V1).[-V1@3, V1] :~ value(marinatura,V1).[-V1@4, V1] :~ value(uova,V1), category(4).[V1@5, V1] 
3;1;5;3;105;1;0;0;0;332.176;:~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1] :~ value(uova,V1).[-V1@1, V1] :~ value(marinatura,V1), category(3).[V1@4, V1] 
3;1;5;3;105;1;0;0;0;7.374;:~ value(frittura,V1).[V1@4, V1] 
3;1;5;3;105;1;0;0;0;1453.56;:~ value(difficulty,V1).[-V1@4, V1] :~ value(farinacei,V1).[-V1@2, V1] :~ value(marinatura,V1).[-V1@3, V1] :~ value(carne,V1).[V1@5, V1] 
3;1;5;3;105;1;0;0;0;4.525;:~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;105;1;0;0;0;142.675;:~ value(pesce,V1).[-V1@1, V1] 
3;1;5;3;105;1;0;0;0;4.025;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;105;1;0;0;0;4.195;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;105;1;0;0;0;18.348;:~ value(cereali,V1).[V1@4, V1] 
3;1;5;3;105;1;0;0;0;784.999;:~ value(frutta,V1).[V1@4, V1] :~ value(marinatura,V1).[-V1@3, V1] :~ value(carne,V1).[-V1@2, V1] 
3;1;5;3;105;1;0;0;0;166.529;:~ value(frittura,V1).[V1@4, V1] 
3;1;5;3;105;1;0;0;0;5.269;:~ value(frittura,V1).[-V1@5, V1] 
3;1;5;3;105;1;0;0;0;39.162;:~ value(difficulty,V1).[-V1@3, V1] :~ value(verdure_e_ortaggi,V1), category(1).[V1@4, V1] :~ value(marinatura,V1), category(3).[-V1@5, V1] 
3;1;5;3;105;1;0;0;0;8.625;:~ value(latticini,V1).[-V1@4, V1] 
3;1;5;3;105;1;0;0;0;225.825;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1] 
3;1;5;3;105;1;0;0;0;69.572;:~ value(uova,V1).[-V1@1, V1] 
3;1;5;3;105;1;0;0;0;5.237;:~ value(frutta,V1).[-V1@1, V1] 
3;1;5;3;105;1;0;0;0;186.322;:~ value(frittura,V1).[-V1@2, V1] :~ value(marinatura,V1).[-V1@3, V1] :~ value(stufato,V1), category(1).[V1@4, V1] 
3;1;5;3;105;1;0;0;0;3.494;:~ value(carne,V1).[V1@5, V1] 
3;1;5;3;105;1;0;0;0;21.247;:~ category(3).[-1@1] 
