USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;CORRECT;UNCERTAIN;INCORRECT;CORRECTP;UNCERTAINP;INCORRECTP;CORRECT_UDISCARDEDP;TRAIN_TIME;THEORY
3;1;1;3;187;103;71;0;32;0.6893203883495146;0.0;0.3106796116504854;0.6893203883495146;2.994;:~ value(pc4,V1).[-V1@1, V1] 
3;2;2;3;187;103;72;0;31;0.6990291262135923;0.0;0.30097087378640774;0.6990291262135923;3.787;:~ value(pc3,V1).[-V1@1, V1] :~ value(pc4,V1).[-V1@2, V1] 
3;3;3;3;187;103;72;0;31;0.6990291262135923;0.0;0.30097087378640774;0.6990291262135923;4.581;:~ value(pc4,V1).[-V1@2, V1] :~ value(pc3,V1).[-V1@1, V1] 
3;4;4;3;187;103;72;0;31;0.6990291262135923;0.0;0.30097087378640774;0.6990291262135923;5.348;:~ value(pc3,V1).[-V1@1, V1] :~ value(pc4,V1).[-V1@2, V1] 
3;5;5;3;187;103;72;0;31;0.6990291262135923;0.0;0.30097087378640774;0.6990291262135923;6.142;:~ value(pc4,V1).[-V1@5, V1] :~ value(pc3,V1).[-V1@4, V1] 
4;1;1;3;182;103;48;0;55;0.46601941747572817;0.0;0.5339805825242718;0.46601941747572817;3.096;:~ value(pc2,V1).[V1@1, V1] 
4;2;2;3;182;103;50;0;53;0.4854368932038835;0.0;0.5145631067961165;0.4854368932038835;4.408;:~ value(pc2,V1).[V1@2, V1] :~ value(pc3,V1).[V1@1, V1] 
4;3;3;3;182;103;50;0;53;0.4854368932038835;0.0;0.5145631067961165;0.4854368932038835;5.554;:~ value(pc2,V1).[V1@2, V1] :~ value(pc3,V1).[V1@1, V1] 
4;4;4;3;182;103;50;0;53;0.4854368932038835;0.0;0.5145631067961165;0.4854368932038835;6.627;:~ value(pc3,V1).[V1@3, V1] :~ value(pc2,V1).[V1@4, V1] 
4;5;5;3;182;103;50;0;53;0.4854368932038835;0.0;0.5145631067961165;0.4854368932038835;7.615;:~ value(pc2,V1).[V1@5, V1] :~ value(pc3,V1).[V1@4, V1] 
7;1;1;3;179;91;55;0;36;0.6043956043956044;0.0;0.3956043956043956;0.6043956043956044;3.785;:~ value(pc3,V1).[V1@1, V1] 
7;2;2;3;179;91;56;0;35;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;5.453;:~ value(pc3,V1).[V1@2, V1] :~ value(pc2,V1).[V1@1, V1] 
7;3;3;3;179;91;56;0;35;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;6.833;:~ value(pc2,V1).[V1@2, V1] :~ value(pc3,V1).[V1@3, V1] 
7;4;4;3;179;91;57;0;34;0.6263736263736264;0.0;0.37362637362637363;0.6263736263736264;8.526;:~ value(pc0,V1).[V1@3, V1] :~ value(pc3,V1).[V1@4, V1] 
7;5;5;3;179;91;57;0;34;0.6263736263736264;0.0;0.37362637362637363;0.6263736263736264;10.065;:~ value(pc4,V1).[V1@4, V1] :~ value(pc3,V1).[V1@5, V1] 
11;1;1;3;185;102;37;0;65;0.3627450980392157;0.0;0.6372549019607843;0.3627450980392157;3.667;:~ value(pc0,V1).[V1@1, V1] 
11;2;2;3;185;102;37;0;65;0.3627450980392157;0.0;0.6372549019607843;0.3627450980392157;5.003;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[V1@2, V1] 
11;3;3;3;185;102;37;0;65;0.3627450980392157;0.0;0.6372549019607843;0.3627450980392157;6.218;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[V1@2, V1] 
11;4;4;3;185;102;37;0;65;0.3627450980392157;0.0;0.6372549019607843;0.3627450980392157;7.447;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[V1@2, V1] 
11;5;5;3;185;102;37;0;65;0.3627450980392157;0.0;0.6372549019607843;0.3627450980392157;8.876;:~ value(pc1,V1).[-V1@4, V1] :~ value(pc0,V1).[V1@5, V1] 
14;1;1;3;162;104;57;0;47;0.5480769230769231;0.0;0.4519230769230769;0.5480769230769231;2.831;:~ value(pc1,V1).[-V1@1, V1] 
14;2;2;3;162;104;57;0;47;0.5480769230769231;0.0;0.4519230769230769;0.5480769230769231;3.725;:~ value(pc1,V1).[-V1@1, V1] 
14;3;3;3;162;104;59;0;45;0.5673076923076923;0.0;0.4326923076923077;0.5673076923076923;4.415;:~ value(pc1,V1).[-V1@2, V1] :~ value(pc0,V1).[-V1@1, V1] 
14;4;4;3;162;104;57;0;47;0.5480769230769231;0.0;0.4519230769230769;0.5480769230769231;5.048;:~ value(pc1,V1).[-V1@1, V1] 
14;5;5;3;162;104;57;0;47;0.5480769230769231;0.0;0.4519230769230769;0.5480769230769231;5.639;:~ value(pc1,V1).[-V1@2, V1] 
15;1;1;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;3.123;:~ value(pc0,V1).[-V1@1, V1] 
15;2;2;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;4.138;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@2, V1] 
15;3;3;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;4.977;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@3, V1] 
15;4;4;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;5.837;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@3, V1] 
15;5;5;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;6.715;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@2, V1] 
20;1;1;3;168;95;35;0;60;0.3684210526315789;0.0;0.631578947368421;0.3684210526315789;2.199;:~ value(pc0,V1).[V1@1, V1] 
20;2;2;3;168;95;35;0;60;0.3684210526315789;0.0;0.631578947368421;0.3684210526315789;2.981;:~ value(pc0,V1).[V1@1, V1] 
20;3;3;3;168;95;35;0;60;0.3684210526315789;0.0;0.631578947368421;0.3684210526315789;3.458;:~ value(pc0,V1).[V1@1, V1] 
20;4;4;3;168;95;35;0;60;0.3684210526315789;0.0;0.631578947368421;0.3684210526315789;4.086;:~ value(pc0,V1).[V1@1, V1] 
20;5;5;3;168;95;35;0;60;0.3684210526315789;0.0;0.631578947368421;0.3684210526315789;4.743;:~ value(pc0,V1).[V1@1, V1] 
29;1;1;3;178;79;57;0;22;0.7215189873417721;0.0;0.27848101265822783;0.7215189873417721;2.995;:~ value(pc1,V1).[-V1@1, V1] 
29;2;2;3;178;79;57;0;22;0.7215189873417721;0.0;0.27848101265822783;0.7215189873417721;3.82;:~ value(pc1,V1).[-V1@1, V1] 
29;3;3;3;178;79;57;0;22;0.7215189873417721;0.0;0.27848101265822783;0.7215189873417721;4.588;:~ value(pc1,V1).[-V1@1, V1] 
29;4;4;3;178;79;57;0;22;0.7215189873417721;0.0;0.27848101265822783;0.7215189873417721;5.37;:~ value(pc1,V1).[-V1@1, V1] 
29;5;5;3;178;79;57;0;22;0.7215189873417721;0.0;0.27848101265822783;0.7215189873417721;6.015;:~ value(pc1,V1).[-V1@1, V1] 
32;1;1;3;157;92;44;0;48;0.4782608695652174;0.0;0.5217391304347826;0.4782608695652174;3.06;:~ value(pc4,V1).[V1@1, V1] 
32;2;2;3;157;92;46;0;46;0.5;0.0;0.5;0.5;3.313;:~ value(pc0,V1).[-V1@1, V1] :~ value(pc4,V1).[V1@2, V1] 
32;3;3;3;157;92;46;0;46;0.5;0.0;0.5;0.5;3.877;:~ value(pc0,V1).[-V1@1, V1] :~ value(pc4,V1).[V1@2, V1] 
32;4;4;3;157;92;46;0;46;0.5;0.0;0.5;0.5;4.375;:~ value(pc0,V1).[-V1@1, V1] :~ value(pc4,V1).[V1@2, V1] 
32;5;5;3;157;92;46;0;46;0.5;0.0;0.5;0.5;5.095;:~ value(pc0,V1).[-V1@3, V1] :~ value(pc4,V1).[V1@5, V1] 
36;1;1;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;2.744;:~ value(pc1,V1).[-V1@1, V1] 
36;2;2;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;3.545;:~ value(pc1,V1).[-V1@1, V1] 
36;3;3;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;4.182;:~ value(pc1,V1).[-V1@1, V1] 
36;4;4;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;4.911;:~ value(pc1,V1).[-V1@1, V1] 
36;5;5;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;5.522;:~ value(pc1,V1).[-V1@1, V1] 
