USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;CORRECT;UNCERTAIN;INCORRECT;CORRECTP;UNCERTAINP;INCORRECTP;CORRECT_UDISCARDEDP;TRAIN_TIME;THEORY
3;1;1;3;143;51;35;0;16;0.6862745098039216;0.0;0.3137254901960784;0.6862745098039216;12.873;:~ value(pc5,V1).[V1@1, V1] 
3;2;2;3;143;51;35;0;16;0.6862745098039216;0.0;0.3137254901960784;0.6862745098039216;17.172;:~ value(pc7,V1).[V1@1, V1] :~ value(pc5,V1).[V1@2, V1] 
3;3;3;3;143;51;35;0;16;0.6862745098039216;0.0;0.3137254901960784;0.6862745098039216;20.585;:~ value(pc0,V1).[V1@1, V1] :~ value(pc5,V1).[V1@2, V1] 
3;4;4;3;143;51;35;0;16;0.6862745098039216;0.0;0.3137254901960784;0.6862745098039216;25.453;:~ value(pc0,V1).[V1@2, V1] :~ value(pc5,V1).[V1@3, V1] 
3;5;5;3;143;51;35;0;16;0.6862745098039216;0.0;0.3137254901960784;0.6862745098039216;30.571;:~ value(pc5,V1).[V1@5, V1] :~ value(pc7,V1).[V1@4, V1] 
4;1;1;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;8.221;:~ value(pc9,V1).[V1@1, V1] 
4;2;2;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;10.745;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc9,V1).[V1@2, V1] 
4;3;3;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;13.023;:~ value(pc9,V1).[V1@2, V1] :~ value(pc6,V1).[-V1@1, V1] 
4;4;4;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;15.388;:~ value(pc9,V1).[V1@2, V1] :~ value(pc1,V1).[-V1@1, V1] 
4;5;5;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;17.71;:~ value(pc6,V1).[-V1@3, V1] :~ value(pc9,V1).[V1@5, V1] 
7;1;1;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;9.404;:~ value(pc7,V1).[V1@1, V1] 
7;2;2;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;12.203;:~ value(pc0,V1).[V1@1, V1] :~ value(pc7,V1).[V1@2, V1] 
7;3;3;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;14.931;:~ value(pc1,V1).[V1@2, V1] :~ value(pc7,V1).[V1@3, V1] 
7;4;4;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;17.324;:~ value(pc0,V1).[V1@1, V1] :~ value(pc7,V1).[V1@2, V1] 
7;5;5;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;20.674;:~ value(pc9,V1).[V1@1, V1] :~ value(pc7,V1).[V1@5, V1] 
11;1;1;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;8.534;:~ value(pc7,V1).[V1@1, V1] 
11;2;2;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;10.836;:~ value(pc5,V1).[V1@1, V1] :~ value(pc7,V1).[V1@2, V1] 
11;3;3;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;13.019;:~ value(pc4,V1).[V1@2, V1] :~ value(pc7,V1).[V1@3, V1] 
11;4;4;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;15.365;:~ value(pc7,V1).[V1@3, V1] :~ value(pc4,V1).[V1@2, V1] 
11;5;5;3;154;52;43;0;9;0.8269230769230769;0.0;0.17307692307692307;0.8269230769230769;18.583;:~ value(pc1,V1).[-V1@4, V1] :~ value(pc7,V1).[V1@5, V1] 
14;1;1;3;150;50;31;0;19;0.62;0.0;0.38;0.62;14.179;:~ value(pc2,V1).[-V1@1, V1] 
14;2;2;3;150;50;31;0;19;0.62;0.0;0.38;0.62;18.563;:~ value(pc2,V1).[-V1@1, V1] 
14;3;3;3;150;50;31;0;19;0.62;0.0;0.38;0.62;22.496;:~ value(pc2,V1).[-V1@1, V1] 
14;4;4;3;150;50;31;0;19;0.62;0.0;0.38;0.62;28.07;:~ value(pc2,V1).[-V1@1, V1] 
14;5;5;3;150;50;32;0;18;0.64;0.0;0.36;0.64;34.091;:~ value(pc2,V1).[-V1@5, V1] :~ value(pc4,V1).[V1@4, V1] 
15;1;1;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;9.178;:~ value(pc0,V1).[-V1@1, V1] 
15;2;2;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;10.913;:~ value(pc0,V1).[-V1@2, V1] :~ value(pc2,V1).[-V1@1, V1] 
15;3;3;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;12.981;:~ value(pc2,V1).[-V1@1, V1] :~ value(pc0,V1).[-V1@2, V1] 
15;4;4;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;15.545;:~ value(pc0,V1).[-V1@3, V1] :~ value(pc2,V1).[-V1@2, V1] 
15;5;5;3;138;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;17.689;:~ value(pc2,V1).[-V1@4, V1] :~ value(pc0,V1).[-V1@5, V1] 
20;1;1;3;145;49;31;0;18;0.6326530612244898;0.0;0.3673469387755102;0.6326530612244898;11.504;:~ value(pc2,V1).[-V1@1, V1] 
20;2;2;3;145;49;31;0;18;0.6326530612244898;0.0;0.3673469387755102;0.6326530612244898;16.036;:~ value(pc7,V1).[-V1@1, V1] :~ value(pc2,V1).[-V1@2, V1] 
20;3;3;3;145;49;33;0;16;0.673469387755102;0.0;0.32653061224489793;0.673469387755102;19.635;:~ value(pc1,V1).[V1@1, V1] :~ value(pc2,V1).[-V1@3, V1] 
20;4;4;3;145;49;33;0;16;0.673469387755102;0.0;0.32653061224489793;0.673469387755102;23.113;:~ value(pc1,V1).[V1@1, V1] :~ value(pc2,V1).[-V1@4, V1] 
20;5;5;3;145;49;31;0;18;0.6326530612244898;0.0;0.3673469387755102;0.6326530612244898;28.501;:~ value(pc2,V1).[-V1@5, V1] :~ value(pc4,V1).[-V1@3, V1] 
29;1;1;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;8.355;:~ value(pc7,V1).[-V1@1, V1] 
29;2;2;3;145;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;10.349;:~ value(pc6,V1).[-V1@1, V1] :~ value(pc7,V1).[-V1@2, V1] 
29;3;3;3;145;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;12.229;:~ value(pc2,V1).[V1@1, V1] :~ value(pc7,V1).[-V1@2, V1] 
29;4;4;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;14.205;:~ value(pc8,V1).[V1@3, V1] :~ value(pc7,V1).[-V1@4, V1] 
29;5;5;3;145;49;34;0;15;0.6938775510204082;0.0;0.30612244897959184;0.6938775510204082;15.742;:~ value(pc4,V1).[-V1@4, V1] :~ value(pc7,V1).[-V1@5, V1] 
32;1;1;3;142;46;18;0;28;0.391304347826087;0.0;0.6086956521739131;0.391304347826087;12.311;:~ value(pc6,V1).[V1@1, V1] 
32;2;2;3;142;46;18;0;28;0.391304347826087;0.0;0.6086956521739131;0.391304347826087;17.291;:~ value(pc9,V1).[V1@1, V1] :~ value(pc6,V1).[V1@2, V1] 
32;3;3;3;142;46;19;0;27;0.41304347826086957;0.0;0.5869565217391305;0.41304347826086957;21.555;:~ value(pc8,V1).[-V1@2, V1] :~ value(pc6,V1).[V1@3, V1] 
32;4;4;3;142;46;18;0;28;0.391304347826087;0.0;0.6086956521739131;0.391304347826087;25.705;:~ value(pc6,V1).[V1@4, V1] :~ value(pc9,V1).[V1@3, V1] 
32;5;5;3;142;46;19;0;27;0.41304347826086957;0.0;0.5869565217391305;0.41304347826086957;30.56;:~ value(pc6,V1).[V1@3, V1] :~ value(pc3,V1).[V1@1, V1] 
36;1;1;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;10.318;:~ value(pc7,V1).[-V1@1, V1] 
36;2;2;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;13.269;:~ value(pc7,V1).[-V1@2, V1] 
36;3;3;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;16.639;:~ value(pc7,V1).[-V1@3, V1] 
36;4;4;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;19.473;:~ value(pc7,V1).[-V1@4, V1] 
36;5;5;3;122;41;19;0;22;0.4634146341463415;0.0;0.5365853658536586;0.4634146341463415;21.877;:~ value(pc7,V1).[-V1@5, V1] 
