USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY;treshold;NUMBER_WC;F1;F2;F3;F4;F5
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];1.0;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.95;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.9;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.85;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.8;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.75;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.7;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.65;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.6;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.55;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.5;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.45;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.4;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.35;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.3;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.25;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.2;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.15;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.1;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.05;1.0;1.0;0.0;0.0;0.0;0.0
3;1;1;3;157;53;0.7735849221547445;0.4277777671813965;0.40529101093610126;12.873;:~ value(pc5,V1).[V1@1, V1];0.0;1.0;1.0;0.0;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.0;1.0;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.1;0.9;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.2;0.8;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.3;0.7;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.4;0.6;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.5;0.5;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.6;0.4;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.7;0.3;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.8;0.2;0.0;0.0;0.0
3;2;2;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;17.172;:~ value(pc7,V1).[V1@1, V1]:~ value(pc5,V1).[V1@2, V1];1.0;2.0;0.9;0.1;0.0;0.0;0.0
