USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY;treshold;NUMBER_WC;F1;F2;F3;F4;F5
0;1;5;3;157;53;0.6603773434956869;0.3669108549753825;0.3333333333333333;29.276;:~ value(pc9,V1).[-V1@1, V1]:~ value(pc8,V1).[-V1@2, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
1;1;5;3;157;53;0.597484270731608;0.32893772919972736;0.29747474193573;33.577;:~ value(pc9,V1).[V1@1, V1]:~ value(pc8,V1).[-V1@2, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
2;1;5;3;157;53;0.7358490626017252;0.42222221692403156;0.39613527059555054;41.073;:~ value(pc1,V1).[-V1@1, V1];0.127043519;1.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
3;1;5;3;157;53;0.6352201302846273;0.2611111005147298;0.26470587650934857;37.436;:~ value(pc5,V1).[V1@5, V1]:~ value(pc7,V1).[V1@2, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
4;1;5;3;157;53;0.710691769917806;0.4444444179534912;0.3951149384180705;20.611;:~ value(pc9,V1).[V1@5, V1]:~ value(pc6,V1).[-V1@4, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
5;1;5;3;157;53;0.698113203048706;0.4166666666666667;0.3709523876508077;27.557;:~ value(pc8,V1).[V1@5, V1]:~ value(pc9,V1).[-V1@4, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
6;1;5;3;157;53;0.7861634890238444;0.48403362433115643;0.472820520401001;37.67;:~ value(pc6,V1).[-V1@1, V1]:~ value(pc2,V1).[-V1@5, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
7;1;5;3;157;53;0.6855346361796061;0.3738562266031901;0.34343433380126953;27.051;:~ value(pc1,V1).[V1@1, V1]:~ value(pc7,V1).[V1@2, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
8;1;5;3;157;53;0.7106918493906657;0.45868945121765137;0.38380809624989826;27.423;:~ value(pc0,V1).[-V1@5, V1];0.127043519;1.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
9;1;5;3;157;53;0.7735849221547445;0.5597643057505289;0.7559523582458496;21.538;:~ value(pc2,V1).[-V1@5, V1]:~ value(pc1,V1).[V1@4, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
10;1;5;3;157;53;0.6352201302846273;0.3390151659647624;0.3117816050847371;26.636;:~ value(pc0,V1).[V1@5, V1]:~ value(pc1,V1).[V1@3, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
11;1;5;3;157;53;0.7358490626017252;0.6918919086456299;0.5294117530186971;20.929;:~ value(pc4,V1).[V1@1, V1]:~ value(pc7,V1).[V1@5, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
12;1;5;3;157;53;0.7987421353658041;0.4885752598444621;0.4536019563674927;24.423;:~ value(pc1,V1).[-V1@5, V1];0.127043519;1.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
13;1;5;3;157;53;0.7484277089436849;0.43035344282786053;0.38585858543713886;30.112;:~ value(pc2,V1).[-V1@5, V1]:~ value(pc8,V1).[-V1@3, V1]:~ value(pc4,V1).[V1@4, V1];0.127043519;3.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
14;1;5;3;157;53;0.7232704162597656;0.4821428457895915;0.40974358717600506;39.298;:~ value(pc2,V1).[-V1@1, V1];0.127043519;1.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
15;1;5;3;157;53;0.8238994280497233;0.5358851750691732;0.4553571442763011;21.182;:~ value(pc0,V1).[-V1@5, V1]:~ value(pc2,V1).[-V1@4, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
16;1;5;3;157;53;0.7358490626017252;0.4187889099121094;0.40079959233601886;28.498;:~ value(pc5,V1).[-V1@5, V1]:~ value(pc3,V1).[-V1@4, V1];0.127043519;2.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
17;1;5;3;157;53;0.6477987368901571;0.31612904866536456;0.31134434541066486;31.811;:~ value(pc5,V1).[-V1@1, V1];0.127043519;1.0;0.026454074;0.037067037;0.048111481;0.152467222;0.73589963
