USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY
0;1;5;3;157;53;0.5723270575205485;0.27411476771036786;0.24154589573542276;6.23;:~ value(pc2,V1).[V1@1, V1] :~ value(pc4,V1).[V1@2, V1] 
1;1;5;3;157;53;0.698113203048706;0.40512824058532715;0.3566666642824809;5.401;:~ value(pc0,V1).[V1@2, V1] :~ value(pc3,V1).[-V1@1, V1] 
2;1;5;3;157;53;0.7358490626017252;0.42222221692403156;0.39613527059555054;6.562;:~ value(pc1,V1).[-V1@1, V1] 
3;1;5;3;157;53;0.6729559898376465;0.36666667461395264;0.34188035130500793;8.412;:~ value(pc1,V1).[V1@1, V1] 
4;1;5;3;157;53;0.698113203048706;0.3611111243565877;0.32116403182347614;7.133;:~ value(pc0,V1).[-V1@2, V1] :~ value(pc2,V1).[-V1@1, V1] 
5;1;5;3;157;53;0.6729559898376465;0.3958333333333333;0.3541062871615092;6.145;:~ value(pc3,V1).[-V1@2, V1] :~ value(pc2,V1).[-V1@1, V1] 
6;1;5;3;157;53;0.7735849221547445;0.4442577362060547;0.426086962223053;6.641;:~ value(pc0,V1).[V1@1, V1] :~ value(pc2,V1).[-V1@2, V1] 
7;1;5;3;157;53;0.6729559898376465;0.3392156759897868;0.3139880994955699;8.529;:~ value(pc1,V1).[V1@4, V1] :~ value(pc4,V1).[V1@5, V1] 
8;1;5;3;157;53;0.7106918493906657;0.45868945121765137;0.38380809624989826;5.153;:~ value(pc0,V1).[-V1@2, V1] 
9;1;5;3;157;53;0.6855346361796061;0.40656566619873047;0.35565051436424255;3.873;:~ value(pc1,V1).[V1@1, V1] :~ value(pc2,V1).[-V1@2, V1] 
10;1;5;3;157;53;0.7484277089436849;0.4513889153798421;0.40565134088198346;5.787;:~ value(pc0,V1).[V1@5, V1] :~ value(pc1,V1).[V1@3, V1] 
11;1;5;3;157;53;0.7232704162597656;0.35855857531229657;0.3503611882527669;7.475;:~ value(pc3,V1).[-V1@2, V1] :~ value(pc1,V1).[V1@1, V1] 
12;1;5;3;157;53;0.7987421353658041;0.4885752598444621;0.4536019563674927;5.442;:~ value(pc1,V1).[-V1@1, V1] 
13;1;5;3;157;53;0.7987421353658041;0.49965349833170575;0.44183773795763653;6.59;:~ value(pc4,V1).[V1@1, V1] :~ value(pc2,V1).[-V1@2, V1] 
14;1;5;3;157;53;0.7232704162597656;0.4821428457895915;0.40974358717600506;8.916;:~ value(pc2,V1).[-V1@1, V1] 
15;1;5;3;157;53;0.7735849221547445;0.45773522059122723;0.4027777810891469;5.197;:~ value(pc0,V1).[-V1@5, V1] :~ value(pc2,V1).[-V1@3, V1] 
16;1;5;3;157;53;0.6603773434956869;0.33389925956726074;0.3159420390923818;9.057;:~ value(pc1,V1).[-V1@4, V1] :~ value(pc4,V1).[V1@5, V1] 
17;1;5;3;157;53;0.7358490626017252;0.40913979212443036;0.3933531840642293;9.05;:~ value(pc3,V1).[-V1@4, V1] :~ value(pc4,V1).[V1@5, V1] 
18;1;5;3;157;53;0.7106918493906657;0.376218318939209;0.3250774045785268;5.589;:~ value(pc1,V1).[-V1@1, V1] 
