USER_ID;MAX_V;MAX_P;DATASET_SIZE;OPT;THRESHOLD;F1;F2;F3;F4;F5
0.0;1.0;5.0;45.0;1.0;0.07023;0.19079;0.19079;0.19079;0.19079;0.23684
1.0;1.0;5.0;45.0;2.0;0.0;0.0;0.25;0.25;0.25;0.25
2.0;1.0;5.0;45.0;32.0;0.0;0.0;0.0;0.0;0.41441;0.58559
3.0;1.0;5.0;45.0;30.0;0.00023;0.0;0.0;0.0;0.0;1.0
4.0;1.0;5.0;45.0;2.0;0.5;0.2;0.2;0.2;0.2;0.2
5.0;1.0;5.0;45.0;2.0;0.07023;0.19079;0.19079;0.19079;0.19079;0.23684
6.0;1.0;5.0;45.0;7.0;0.5;0.0;0.0;0.33333;0.33333;0.33333
7.0;1.0;5.0;45.0;10.0;0.03286;0.15714;0.21071;0.21071;0.21071;0.21071
8.0;1.0;5.0;45.0;5.0;0.5;0.2;0.2;0.2;0.2;0.2
9.0;1.0;5.0;45.0;33.0;0.00591;0.05144;0.05144;0.28606;0.28606;0.325
10.0;1.0;5.0;45.0;31.0;0.00711;0.0;0.19689;0.19689;0.19689;0.40933
11.0;1.0;5.0;45.0;28.0;0.00433;0.02206;0.02206;0.17291;0.39149;0.39149
12.0;1.0;5.0;45.0;13.0;0.1;0.2;0.2;0.2;0.2;0.2
13.0;1.0;5.0;45.0;35.0;0.00238;0.01683;0.01683;0.01683;0.02952;0.92
14.0;1.0;5.0;45.0;3.0;0.03286;0.15714;0.21071;0.21071;0.21071;0.21071
15.0;1.0;5.0;45.0;5.0;0.5;0.0;0.0;0.0;0.0;1.0
16.0;1.0;5.0;45.0;33.0;0.00847;0.0;0.0;0.0;0.4414;0.5586
17.0;1.0;5.0;45.0;14.0;0.02436;0.06359;0.19744;0.19744;0.19744;0.3441
18.0;1.0;5.0;45.0;25.0;0.00363;0.0;0.03079;0.03079;0.03079;0.90762
19.0;1.0;5.0;45.0;5.0;0.05818;0.0;0.25;0.25;0.25;0.25
20.0;1.0;5.0;45.0;2.0;0.5;0.0;0.0;0.33333;0.33333;0.33333
21.0;1.0;5.0;45.0;34.0;0.0;0.0;0.0;0.0;0.13111;0.86889
22.0;1.0;5.0;45.0;35.0;0.0;0.0;0.0;0.0;0.21499;0.78501
23.0;1.0;5.0;45.0;8.0;0.05424;0.2;0.2;0.2;0.2;0.2
24.0;1.0;5.0;45.0;32.0;0.0;0.1175;0.1175;0.1175;0.1175;0.53
25.0;1.0;5.0;45.0;13.0;0.06378;0.01062;0.01062;0.01062;0.48408;0.48408
26.0;1.0;5.0;45.0;3.0;0.04182;0.2;0.2;0.2;0.2;0.2
27.0;1.0;5.0;45.0;22.0;0.02272;0.0;0.03584;0.03584;0.46416;0.46416
28.0;1.0;5.0;45.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0
29.0;1.0;5.0;45.0;31.0;0.0;0.0;0.0;0.0;0.40968;0.59032
30.0;1.0;5.0;45.0;5.0;0.5;0.2;0.2;0.2;0.2;0.2
31.0;1.0;5.0;45.0;8.0;0.04806;0.2;0.2;0.2;0.2;0.2
32.0;1.0;5.0;45.0;28.0;0.03;0.0;0.0;0.0;0.41;0.59
33.0;1.0;5.0;45.0;8.0;0.5;0.2;0.2;0.2;0.2;0.2
34.0;1.0;5.0;45.0;18.0;0.03248;0.0;0.0;0.09738;0.15393;0.74869
35.0;1.0;5.0;45.0;7.0;0.05424;0.2;0.2;0.2;0.2;0.2
36.0;1.0;5.0;45.0;26.0;0.05085;0.0;0.0;0.0;0.0;1.0
37.0;1.0;5.0;45.0;7.0;0.5;0.2;0.2;0.2;0.2;0.2
38.0;1.0;5.0;45.0;15.0;0.065;0.0;0.0;0.04;0.04;0.92
39.0;1.0;5.0;45.0;2.0;0.035;0.155;0.21125;0.21125;0.21125;0.21125
40.0;1.0;5.0;45.0;29.0;0.00818;0.0;0.0;0.0;0.0;1.0
41.0;1.0;5.0;45.0;8.0;0.5;0.2;0.2;0.2;0.2;0.2
42.0;1.0;5.0;45.0;9.0;0.04069;0.03537;0.24116;0.24116;0.24116;0.24116
43.0;1.0;5.0;45.0;29.0;0.0;0.0;0.0;0.225;0.225;0.55
44.0;1.0;5.0;45.0;6.0;0.05675;0.0;0.25;0.25;0.25;0.25
45.0;1.0;5.0;45.0;9.0;0.1;0.2;0.2;0.2;0.2;0.2
46.0;1.0;5.0;45.0;29.0;0.03;0.0;0.0;0.0;0.41;0.59
47.0;1.0;5.0;45.0;3.0;0.1;0.2;0.2;0.2;0.2;0.2
48.0;1.0;5.0;45.0;9.0;0.04069;0.03537;0.24116;0.24116;0.24116;0.24116
49.0;1.0;5.0;45.0;29.0;0.0;0.0;0.0;0.225;0.225;0.55
50.0;1.0;5.0;45.0;6.0;0.05675;0.0;0.25;0.25;0.25;0.25
51.0;1.0;5.0;45.0;9.0;0.1;0.2;0.2;0.2;0.2;0.2
52.0;1.0;5.0;45.0;29.0;0.03;0.0;0.0;0.0;0.41;0.59
53.0;1.0;5.0;45.0;3.0;0.1;0.2;0.2;0.2;0.2;0.2
0.0;1.0;5.0;105.0;47.0;0.09467;0.07621;0.07621;0.07621;0.07621;0.69517
1.0;1.0;5.0;105.0;60.0;0.01731;0.0;0.0;0.0;0.45582;0.54418
2.0;1.0;5.0;105.0;61.0;0.02862;0.01631;0.01631;0.01631;0.01631;0.93477
3.0;1.0;5.0;105.0;5.0;0.11698;0.2;0.2;0.2;0.2;0.2
4.0;1.0;5.0;105.0;71.0;0.0;-0.0;-0.0;-0.0;-0.0;1.0
5.0;1.0;5.0;105.0;18.0;0.0;0.0;0.0;0.0;0.0;1.0
6.0;1.0;5.0;105.0;46.0;0.046;0.0;0.0;0.136;0.368;0.496
7.0;1.0;5.0;105.0;46.0;0.01564;0.10823;0.22294;0.22294;0.22294;0.22294
8.0;1.0;5.0;105.0;61.0;0.04435;0.0;0.0;0.0;0.0;1.0
9.0;1.0;5.0;105.0;29.0;0.05988;0.07067;0.19309;0.19309;0.19309;0.35006
10.0;1.0;5.0;105.0;7.0;0.08857;0.15143;0.21214;0.21214;0.21214;0.21214
11.0;1.0;5.0;105.0;49.0;0.01546;0.0;0.0;0.0;0.5;0.5
12.0;1.0;5.0;105.0;17.0;0.11698;0.2;0.2;0.2;0.2;0.2
13.0;1.0;5.0;105.0;3.0;0.05868;0.10856;0.22286;0.22286;0.22286;0.22286
14.0;1.0;5.0;105.0;7.0;0.06714;0.17714;0.20571;0.20571;0.20571;0.20571
15.0;1.0;5.0;105.0;77.0;0.01333;0.0;0.0;0.0;0.35333;0.64667
16.0;1.0;5.0;105.0;25.0;0.10333;0.0;0.0;0.0;0.41333;0.58667
17.0;1.0;5.0;105.0;14.0;0.09545;0.0;0.25;0.25;0.25;0.25
18.0;1.0;5.0;105.0;68.0;0.0;0.0;0.0;0.0;0.0;1.0
19.0;1.0;5.0;105.0;11.0;0.08857;0.15143;0.21214;0.21214;0.21214;0.21214
20.0;1.0;5.0;105.0;5.0;0.06714;0.17714;0.20571;0.20571;0.20571;0.20571
21.0;1.0;5.0;105.0;53.0;0.04435;0.0;0.0;-0.0;-0.0;1.0
