USER_ID;MAX_V;MAX_P;DATASET_SIZE;OPT;THRESHOLD;F1;F2;F3;F4;F5
0.0;1.0;5.0;45.0;0.0;0.36364;0.0;0.0;0.0;0.0;1.0
1.0;1.0;5.0;45.0;33.0;0.00962;0.0;0.0;0.0;0.0;1.0
2.0;1.0;5.0;45.0;28.0;0.01105;0.0;0.0;0.0;0.28769;0.71231
3.0;1.0;5.0;45.0;37.0;0.00392;0.05823;0.05823;0.05823;0.24228;0.58304
4.0;1.0;5.0;45.0;2.0;0.5;0.2;0.2;0.2;0.2;0.2
5.0;1.0;5.0;45.0;29.0;0.02415;0.01961;0.01961;0.01961;0.01961;0.92156
6.0;1.0;5.0;45.0;34.0;0.00667;0.04667;0.04667;0.29;0.29;0.32667
7.0;1.0;5.0;45.0;26.0;0.03032;0.14852;0.14852;0.14852;0.14852;0.40593
8.0;1.0;5.0;45.0;30.0;0.0292;0.0;0.0;0.0;0.0;1.0
9.0;1.0;5.0;45.0;38.0;0.0;0.0;0.0;0.0;0.2965;0.7035
10.0;1.0;5.0;45.0;3.0;0.36364;0.0;0.0;0.0;0.0;1.0
11.0;1.0;5.0;45.0;15.0;0.0258;0.15777;0.15777;0.15777;0.26334;0.26334
12.0;1.0;5.0;45.0;17.0;0.082;0.0;0.212;0.212;0.212;0.364
13.0;1.0;5.0;45.0;4.0;0.03656;0.12147;0.1919;0.1919;0.1919;0.30282
14.0;1.0;5.0;45.0;34.0;0.0;0.0;0.0;0.0;0.0;1.0
15.0;1.0;5.0;45.0;5.0;0.5;0.0;0.0;0.0;0.0;1.0
16.0;1.0;5.0;45.0;26.0;0.02762;0.2;0.2;0.2;0.2;0.2
17.0;1.0;5.0;45.0;33.0;0.00818;-0.0;0.0;0.0;0.0;1.0
18.0;1.0;5.0;45.0;15.0;0.04918;0.2;0.2;0.2;0.2;0.2
19.0;1.0;5.0;45.0;25.0;0.03302;0.0;0.08462;0.08462;0.41538;0.41538
20.0;1.0;5.0;45.0;37.0;0.0;0.0;0.0;0.0;0.49262;0.50738
21.0;1.0;5.0;45.0;36.0;0.00733;0.0;0.0;0.0;0.32952;0.67048
22.0;1.0;5.0;45.0;23.0;0.035;0.0;0.0;0.0;0.45;0.55
23.0;1.0;5.0;45.0;8.0;0.05424;0.2;0.2;0.2;0.2;0.2
24.0;1.0;5.0;45.0;31.0;0.0;0.0;0.0;0.0;0.0;1.0
25.0;1.0;5.0;45.0;11.0;0.038;0.174;0.2065;0.2065;0.2065;0.2065
26.0;1.0;5.0;45.0;8.0;0.11364;0.0;0.0;0.0;0.5;0.5
27.0;1.0;5.0;45.0;35.0;0.0;0.0;0.0;0.0;0.0;1.0
28.0;1.0;5.0;45.0;35.0;0.01465;0.0;0.0;0.0;0.12222;0.87778
29.0;1.0;5.0;45.0;30.0;0.00241;0.0;0.02241;0.22349;0.22349;0.5306
30.0;1.0;5.0;45.0;5.0;0.5;0.2;0.2;0.2;0.2;0.2
31.0;1.0;5.0;45.0;7.0;0.36364;0.0;0.25;0.25;0.25;0.25
32.0;1.0;5.0;45.0;22.0;0.05932;0.0;0.0;0.33333;0.33333;0.33333
33.0;1.0;5.0;45.0;8.0;0.5;0.2;0.2;0.2;0.2;0.2
34.0;1.0;5.0;45.0;9.0;0.03854;0.1205;0.21987;0.21987;0.21987;0.21987
35.0;1.0;5.0;45.0;15.0;0.04368;0.2;0.2;0.2;0.2;0.2
36.0;1.0;5.0;45.0;26.0;0.05085;0.0;0.0;0.0;0.0;1.0
37.0;1.0;5.0;45.0;34.0;0.06604;0.0;0.0;0.0;0.0;1.0
38.0;1.0;5.0;45.0;26.0;0.06364;0.0;0.0;0.0;0.0;1.0
39.0;1.0;5.0;45.0;34.0;0.00617;0.0;0.0;0.0;0.25139;0.74861
40.0;1.0;5.0;45.0;33.0;0.0;0.0;0.0;0.0;0.5;0.5
41.0;1.0;5.0;45.0;8.0;0.5;0.2;0.2;0.2;0.2;0.2
42.0;1.0;5.0;45.0;32.0;0.00211;0.0;0.0;0.18632;0.26088;0.55281
43.0;1.0;5.0;45.0;29.0;0.0;0.0;0.0;0.0;0.0;1.0
44.0;1.0;5.0;45.0;30.0;0.00922;0.0;0.0;0.2273;0.38635;0.38635
45.0;1.0;5.0;45.0;9.0;0.1;0.2;0.2;0.2;0.2;0.2
46.0;1.0;5.0;45.0;29.0;0.03;0.0;0.0;0.0;0.41;0.59
47.0;1.0;5.0;45.0;33.0;0.00048;0.0;0.0;0.26286;0.35333;0.38381
48.0;1.0;5.0;45.0;32.0;0.00211;0.0;0.0;0.18632;0.26088;0.55281
49.0;1.0;5.0;45.0;29.0;0.0;0.0;0.0;0.0;0.0;1.0
50.0;1.0;5.0;45.0;30.0;0.00922;0.0;0.0;0.2273;0.38635;0.38635
51.0;1.0;5.0;45.0;9.0;0.1;0.2;0.2;0.2;0.2;0.2
52.0;1.0;5.0;45.0;29.0;0.03;0.0;0.0;0.0;0.41;0.59
53.0;1.0;5.0;45.0;33.0;0.00048;0.0;0.0;0.26286;0.35333;0.38381
0.0;1.0;5.0;105.0;52.0;0.08171;0.0;0.0;0.0;0.07886;0.92114
1.0;1.0;5.0;105.0;36.0;0.08663;0.0;0.21061;0.26313;0.26313;0.26313
2.0;1.0;5.0;105.0;35.0;0.05475;0.10621;0.10621;0.10621;0.24949;0.43186
3.0;1.0;5.0;105.0;5.0;0.11698;0.2;0.2;0.2;0.2;0.2
4.0;1.0;5.0;105.0;11.0;0.08169;0.17518;0.20621;0.20621;0.20621;0.20621
5.0;1.0;5.0;105.0;53.0;0.04435;0.0;0.0;0.0;0.0;1.0
6.0;1.0;5.0;105.0;66.0;0.00321;0.00309;0.00309;0.00309;0.245;0.74572
7.0;1.0;5.0;105.0;28.0;0.07538;0.0;0.15165;0.15165;0.34835;0.34835
8.0;1.0;5.0;105.0;69.0;0.00537;0.08507;0.08507;0.08507;0.27791;0.46687
9.0;1.0;5.0;105.0;42.0;0.05547;0.01661;0.01661;0.01661;0.01661;0.93354
10.0;1.0;5.0;105.0;75.0;0.01333;0.16167;0.16167;0.16167;0.16167;0.35333
11.0;1.0;5.0;105.0;62.0;0.07547;0.0;0.0;0.0;0.0;1.0
12.0;1.0;5.0;105.0;80.0;0.08434;0.0;0.0;0.0;0.0;1.0
13.0;1.0;5.0;105.0;4.0;0.12643;0.2;0.2;0.2;0.2;0.2
14.0;1.0;5.0;105.0;15.0;0.08443;0.2;0.2;0.2;0.2;0.2
15.0;1.0;5.0;105.0;78.0;0.08434;0.0;0.0;0.0;0.0;1.0
16.0;1.0;5.0;105.0;43.0;0.05792;0.00913;0.00913;0.00913;0.00913;0.96349
17.0;1.0;5.0;105.0;66.0;0.04161;0.0;0.0;0.0;0.06911;0.93089
18.0;1.0;5.0;105.0;68.0;0.0;0.0;0.0;0.0;0.0;1.0
19.0;1.0;5.0;105.0;69.0;0.03774;0.0;0.0;0.0;0.0;1.0
20.0;1.0;5.0;105.0;67.0;0.01539;0.03105;0.03105;0.03105;0.21211;0.69474
21.0;1.0;5.0;105.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0
22.0;1.0;5.0;105.0;23.0;0.10333;0.0;0.0;0.0;0.41333;0.58667
23.0;1.0;5.0;105.0;17.0;0.07286;0.16857;0.20786;0.20786;0.20786;0.20786
24.0;1.0;5.0;105.0;75.0;0.01333;0.16167;0.16167;0.16167;0.16167;0.35333
25.0;1.0;5.0;105.0;60.0;0.07547;0.0;0.0;0.0;0.0;1.0
26.0;1.0;5.0;105.0;53.0;0.02759;0.0;0.0;0.19511;0.40245;0.40245
27.0;1.0;5.0;105.0;63.0;0.04641;0.0;0.0;0.02095;0.43943;0.53962
28.0;1.0;5.0;105.0;11.0;0.06888;0.10759;0.21121;0.21121;0.21121;0.25879
29.0;1.0;5.0;105.0;74.0;0.07547;0.0;0.0;0.0;0.0;1.0
30.0;1.0;5.0;105.0;74.0;0.0;0.0;0.0;0.0;0.12159;0.87841
31.0;1.0;5.0;105.0;48.0;0.02435;0.01404;0.01404;0.01404;0.20944;0.74843
32.0;1.0;5.0;105.0;15.0;0.25547;0.0;0.25;0.25;0.25;0.25
33.0;1.0;5.0;105.0;9.0;0.12019;0.2;0.2;0.2;0.2;0.2
34.0;1.0;5.0;105.0;70.0;0.0;0.0;0.0;0.205;0.205;0.59
35.0;1.0;5.0;105.0;72.0;0.0;0.0;0.0;0.0;0.0;1.0
36.0;1.0;5.0;105.0;42.0;0.06889;0.0363;0.16025;0.16025;0.16025;0.48296
37.0;1.0;5.0;105.0;10.0;0.12019;0.2;0.2;0.2;0.2;0.2
38.0;1.0;5.0;105.0;77.0;0.00236;0.06409;0.06409;0.06409;0.06409;0.74366
39.0;1.0;5.0;105.0;79.0;0.00564;0.0;0.0;0.0;0.29711;0.70289
40.0;1.0;5.0;105.0;66.0;0.03774;0.0;0.0;0.0;0.0;1.0
41.0;1.0;5.0;105.0;28.0;0.13795;0.0;0.0;0.0;0.15707;0.84293
42.0;1.0;5.0;105.0;72.0;0.00695;0.0;0.0;0.0;0.0;1.0
43.0;1.0;5.0;105.0;21.0;0.08831;0.2;0.2;0.2;0.2;0.2
44.0;1.0;5.0;105.0;21.0;0.015;0.03666;0.03743;0.03743;0.03743;0.85107
45.0;1.0;5.0;105.0;22.0;0.11698;0.2;0.2;0.2;0.2;0.2
46.0;1.0;5.0;105.0;61.0;0.07547;0.0;0.0;0.0;0.0;1.0
47.0;1.0;5.0;105.0;12.0;0.10182;0.01675;0.24581;0.24581;0.24581;0.24581
48.0;1.0;5.0;105.0;72.0;0.00695;0.0;0.0;0.0;0.0;1.0
49.0;1.0;5.0;105.0;21.0;0.08831;0.2;0.2;0.2;0.2;0.2
50.0;1.0;5.0;105.0;21.0;0.015;0.03666;0.03743;0.03743;0.03743;0.85107
51.0;1.0;5.0;105.0;22.0;0.11698;0.2;0.2;0.2;0.2;0.2
