USER_ID;MAX_V;MAX_P;DATASET_SIZE;OPT;THRESHOLD;F1;F2;F3;F4;F5
0.0;1.0;5.0;150.0;14.0;0.09107;0.2;0.2;0.2;0.2;0.2
1.0;1.0;5.0;150.0;17.0;0.12633;0.05511;0.22378;0.22378;0.22378;0.27356
2.0;1.0;5.0;150.0;7.0;0.13051;0.2;0.2;0.2;0.2;0.2
3.0;1.0;5.0;150.0;15.0;0.14254;0.2;0.2;0.2;0.2;0.2
4.0;1.0;5.0;150.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0
5.0;1.0;5.0;150.0;28.0;0.07468;0.0;0.25;0.25;0.25;0.25
6.0;1.0;5.0;150.0;16.0;0.11933;0.2;0.2;0.2;0.2;0.2
7.0;1.0;5.0;150.0;68.0;0.03879;0.0;0.0;0.0;0.24055;0.75945
8.0;1.0;5.0;150.0;17.0;0.14479;0.0;0.24362;0.24362;0.24362;0.26913
9.0;1.0;5.0;150.0;14.0;0.09586;0.1357;0.1357;0.1357;0.1357;0.4572
10.0;1.0;5.0;150.0;66.0;0.01953;0.0;0.0;0.05543;0.05543;0.88914
11.0;1.0;5.0;150.0;21.0;0.03767;0.01036;0.1478;0.28061;0.28061;0.28061
12.0;1.0;5.0;150.0;19.0;0.11881;0.2;0.2;0.2;0.2;0.2
13.0;1.0;5.0;150.0;12.0;0.04834;0.08462;0.08462;0.08462;0.08462;0.66154
14.0;1.0;5.0;150.0;7.0;0.16848;0.0;0.0;0.0;0.0;1.0
15.0;1.0;5.0;150.0;86.0;0.03748;0.0;0.0;0.10606;0.10606;0.78788
16.0;1.0;5.0;150.0;61.0;0.04976;0.0;0.0;0.21886;0.21886;0.56228
17.0;1.0;5.0;150.0;47.0;0.11508;0.0;0.0;0.0;0.03303;0.96697
18.0;1.0;5.0;150.0;18.0;0.80508;0.2;0.2;0.2;0.2;0.2
19.0;1.0;5.0;150.0;12.0;0.62712;0.2;0.2;0.2;0.2;0.2
20.0;1.0;5.0;150.0;43.0;0.04547;0.03449;0.03449;0.03449;0.38133;0.5152
21.0;1.0;5.0;150.0;15.0;0.20652;0.0;0.0;0.0;0.0;1.0
22.0;1.0;5.0;150.0;27.0;0.1375;0.0;0.0;0.0;0.295;0.705
23.0;1.0;5.0;150.0;62.0;0.03675;0.0;0.0;0.0;0.44425;0.55575
24.0;1.0;5.0;150.0;16.0;0.14206;0.18304;0.20424;0.20424;0.20424;0.20424
25.0;1.0;5.0;150.0;29.0;0.15778;0.0;0.0;0.32726;0.33637;0.33637
26.0;1.0;5.0;150.0;19.0;0.17391;0.0;0.0;0.0;0.0;1.0
27.0;1.0;5.0;150.0;10.0;0.12049;0.2;0.2;0.2;0.2;0.2
28.0;1.0;5.0;150.0;26.0;0.15355;0.12688;0.21828;0.21828;0.21828;0.21828
29.0;1.0;5.0;150.0;12.0;0.0;0.0;0.25;0.25;0.25;0.25
30.0;1.0;5.0;150.0;17.0;0.0;0.0;0.0;0.0;0.0;1.0
31.0;1.0;5.0;150.0;19.0;0.14152;0.0;0.0;0.0;0.42937;0.57063
32.0;1.0;5.0;150.0;51.0;0.0441;0.18262;0.20434;0.20434;0.20434;0.20434
33.0;1.0;5.0;150.0;61.0;0.01272;0.0;0.0;0.0;0.4484;0.5516
34.0;1.0;5.0;150.0;24.0;0.05909;0.11273;0.11273;0.11273;0.11273;0.54909
35.0;1.0;5.0;150.0;18.0;0.10591;0.15587;0.21103;0.21103;0.21103;0.21103
36.0;1.0;5.0;150.0;35.0;0.0;0.0;0.25;0.25;0.25;0.25
37.0;1.0;5.0;150.0;22.0;0.07613;0.01978;0.14817;0.14817;0.14817;0.5357
38.0;1.0;5.0;150.0;18.0;0.0;0.0;0.25;0.25;0.25;0.25
39.0;1.0;5.0;150.0;25.0;0.12915;0.0;0.25;0.25;0.25;0.25
40.0;1.0;5.0;150.0;34.0;0.07331;0.0;0.05669;0.05669;0.05669;0.82993
41.0;1.0;5.0;150.0;22.0;0.1281;0.02111;0.02111;0.31926;0.31926;0.31926
42.0;1.0;5.0;150.0;17.0;0.60377;0.2;0.2;0.2;0.2;0.2
43.0;1.0;5.0;150.0;19.0;0.05766;0.05457;0.05457;0.25495;0.31795;0.31795
44.0;1.0;5.0;150.0;28.0;0.10533;0.05326;0.23668;0.23668;0.23668;0.23668
45.0;1.0;5.0;150.0;57.0;0.03854;0.0;0.0;0.13709;0.43146;0.43146
46.0;1.0;5.0;150.0;20.0;0.15949;0.0;0.25;0.25;0.25;0.25
47.0;1.0;5.0;150.0;77.0;0.00718;0.0;0.0;0.0;0.02256;0.97744
48.0;1.0;5.0;150.0;15.0;0.13862;0.2;0.2;0.2;0.2;0.2
49.0;1.0;5.0;150.0;35.0;0.0;0.0;0.25;0.25;0.25;0.25
50.0;1.0;5.0;150.0;10.0;0.11889;0.19692;0.20077;0.20077;0.20077;0.20077
51.0;1.0;5.0;150.0;20.0;0.11118;0.2;0.2;0.2;0.2;0.2
52.0;1.0;5.0;150.0;11.0;0.12876;0.2;0.2;0.2;0.2;0.2
53.0;1.0;5.0;150.0;23.0;0.0;0.0;0.0;0.0;0.0;1.0
