USER_ID;MAX_V;MAX_P;DATASET_SIZE;OPT;THRESHOLD;F1;F2;F3;F4;F5
0.0;1.0;5.0;150.0;20.0;0.08786;0.05879;0.2353;0.2353;0.2353;0.2353
1.0;1.0;5.0;150.0;72.0;0.0;0.0;0.0;0.0;0.0;1.0
2.0;1.0;5.0;150.0;81.0;0.0;0.0;0.0;0.065;0.065;0.87
3.0;1.0;5.0;150.0;80.0;0.0;0.0;0.0;0.0;0.0;1.0
4.0;1.0;5.0;150.0;80.0;0.00149;0.0;0.0;0.0;0.0;1.0
5.0;1.0;5.0;150.0;29.0;0.08824;0.0;0.0;0.09838;0.31473;0.58689
6.0;1.0;5.0;150.0;67.0;0.00149;0.0;0.0;0.0;0.0;1.0
7.0;1.0;5.0;150.0;25.0;0.11407;0.0;0.0;0.18704;0.18704;0.62593
8.0;1.0;5.0;150.0;65.0;0.02;0.0;0.0;0.0;0.47;0.53
9.0;1.0;5.0;150.0;19.0;0.1109;0.0;0.02368;0.02368;0.02368;0.92897
10.0;1.0;5.0;150.0;68.0;0.00201;0.0;0.0;0.0;0.05629;0.94371
11.0;1.0;5.0;150.0;6.0;0.08402;0.03295;0.24176;0.24176;0.24176;0.24176
12.0;1.0;5.0;150.0;19.0;0.11881;0.2;0.2;0.2;0.2;0.2
13.0;1.0;5.0;150.0;22.0;0.08046;0.0;0.0;0.0;0.5;0.5
14.0;1.0;5.0;150.0;7.0;0.05616;0.0;0.0;0.0;0.0;1.0
15.0;1.0;5.0;150.0;86.0;0.02774;-0.0;-0.0;-0.0;-0.0;1.0
16.0;1.0;5.0;150.0;62.0;0.0002;0.0;0.0;0.0;0.0;1.0
17.0;1.0;5.0;150.0;74.0;0.00065;0.00365;0.00365;0.00365;0.00365;0.98538
18.0;1.0;5.0;150.0;68.0;0.045;0.0;0.0;0.0;0.41;0.59
19.0;1.0;5.0;150.0;30.0;0.185;0.0;0.0;0.0;0.41;0.59
20.0;1.0;5.0;150.0;19.0;0.15371;0.01968;0.01968;0.30774;0.32645;0.32645
21.0;1.0;5.0;150.0;15.0;0.20652;0.0;0.0;0.0;0.0;1.0
22.0;1.0;5.0;150.0;16.0;0.62637;0.2;0.2;0.2;0.2;0.2
23.0;1.0;5.0;150.0;32.0;0.11499;0.03429;0.03429;0.03429;0.44856;0.44856
24.0;1.0;5.0;150.0;65.0;-0.0;0.0;0.0;0.0;-0.0;1.0
25.0;1.0;5.0;150.0;52.0;0.08809;0.0;0.0;0.0;0.03833;0.96167
26.0;1.0;5.0;150.0;71.0;0.0;0.0;0.0;0.0;0.0;1.0
27.0;1.0;5.0;150.0;17.0;0.12;0.07875;0.07875;0.07875;0.07875;0.685
28.0;1.0;5.0;150.0;76.0;-0.0;0.0;0.0;-0.0;0.02;0.98
29.0;1.0;5.0;150.0;44.0;0.13163;0.04333;0.04333;0.04333;0.04333;0.82668
30.0;1.0;5.0;150.0;18.0;0.03692;0.06692;0.23327;0.23327;0.23327;0.23327
31.0;1.0;5.0;150.0;24.0;0.13;0.0;0.0;0.0;0.49;0.51
32.0;1.0;5.0;150.0;60.0;0.0;0.0;0.0;0.065;0.065;0.87
33.0;1.0;5.0;150.0;80.0;0.0;0.0;0.0;0.065;0.065;0.87
34.0;1.0;5.0;150.0;40.0;0.07887;0.0;0.24131;0.24131;0.24131;0.27606
35.0;1.0;5.0;150.0;45.0;0.06462;0.0;0.0;0.0;0.29239;0.70761
36.0;1.0;5.0;150.0;57.0;0.0;0.0;0.0;0.0;0.0;1.0
37.0;1.0;5.0;150.0;76.0;0.0;0.0;0.0;0.0;0.13;0.87
38.0;1.0;5.0;150.0;60.0;0.00695;0.0;0.0;0.0;0.0;1.0
39.0;1.0;5.0;150.0;76.0;0.00149;0.0;0.0;0.0;0.0;1.0
40.0;1.0;5.0;150.0;68.0;0.02406;0.0;0.0;0.0;0.33699;0.66301
41.0;1.0;5.0;150.0;86.0;0.0026;0.0;0.0;0.0;0.21534;0.78466
42.0;1.0;5.0;150.0;69.0;0.03105;0.0;0.0927;0.0927;0.0927;0.72191
43.0;1.0;5.0;150.0;73.0;0.0;0.0325;0.0325;0.0325;0.0325;0.87
44.0;1.0;5.0;150.0;29.0;0.20591;0.0;0.00246;0.00246;0.49754;0.49754
45.0;1.0;5.0;150.0;70.0;0.02467;0.0;0.0;0.0;0.22649;0.77351
46.0;1.0;5.0;150.0;82.0;0.0;0.0;0.0;0.0;0.39796;0.60204
47.0;1.0;5.0;150.0;20.0;0.13323;0.0;0.15097;0.24742;0.24742;0.35419
48.0;1.0;5.0;150.0;73.0;0.0;0.0;0.0;0.0;0.0;1.0
49.0;1.0;5.0;150.0;71.0;0.01684;0.0;0.0;0.0;0.11785;0.88215
50.0;1.0;5.0;150.0;27.0;0.0841;0.0;0.0;0.0;0.12039;0.87961
51.0;1.0;5.0;150.0;70.0;0.0;0.0;0.0;0.0;0.0;1.0
52.0;1.0;5.0;150.0;78.0;0.0;0.0;0.0;0.01;0.01;0.98
53.0;1.0;5.0;150.0;55.0;0.00149;0.0;0.0;0.0;0.0;1.0
