USER_ID;MAX_V;MAX_P;DATASET_SIZE;OPT;THRESHOLD;F1;F2;F3;F4;F5
0.0;1.0;5.0;150.0;66.0;0.00149;0.0;0.0;0.0;0.0;1.0
1.0;1.0;5.0;150.0;72.0;0.0;-0.0;-0.0;-0.0;-0.0;1.0
2.0;1.0;5.0;150.0;81.0;0.0;0.0;0.0;0.0;0.0;1.0
3.0;1.0;5.0;150.0;68.0;0.0;0.0;0.0;0.0;0.0;1.0
4.0;1.0;5.0;150.0;80.0;0.00149;0.0;0.0;0.0;0.0;1.0
5.0;1.0;5.0;150.0;46.0;0.06837;0.0;0.0;0.31158;0.34421;0.34421
6.0;1.0;5.0;150.0;67.0;0.0;0.0;0.0;0.0;0.0;1.0
7.0;1.0;5.0;150.0;36.0;0.09286;0.00286;0.00286;0.00286;0.24857;0.74286
8.0;1.0;5.0;150.0;65.0;0.02;0.0;0.0;0.0;0.47;0.53
9.0;1.0;5.0;150.0;28.0;0.13019;0.0;0.0;0.0;0.42978;0.57022
10.0;1.0;5.0;150.0;68.0;0.00201;0.0;0.0;0.0;0.05629;0.94371
11.0;1.0;5.0;150.0;28.0;0.068;0.02731;0.21223;0.21223;0.21223;0.336
12.0;1.0;5.0;150.0;19.0;0.11881;0.2;0.2;0.2;0.2;0.2
13.0;1.0;5.0;150.0;71.0;0.0;0.0;0.0;0.0;0.0;1.0
14.0;1.0;5.0;150.0;76.0;0.0121;0.0;0.0;0.0;0.5;0.5
15.0;1.0;5.0;150.0;86.0;0.02774;-0.0;-0.0;-0.0;-0.0;1.0
16.0;1.0;5.0;150.0;62.0;0.0002;0.0;0.0;0.0;0.0;1.0
17.0;1.0;5.0;150.0;76.0;0.00571;0.0;0.0;0.0;0.29681;0.70319
18.0;1.0;5.0;150.0;68.0;0.045;0.0;0.0;0.0;0.41;0.59
19.0;1.0;5.0;150.0;30.0;0.185;0.0;0.0;0.0;0.41;0.59
20.0;1.0;5.0;150.0;40.0;0.08868;0.02526;0.02526;0.02526;0.39158;0.53263
21.0;1.0;5.0;150.0;36.0;0.0874;0.0;0.0;0.0;0.14657;0.85343
22.0;1.0;5.0;150.0;16.0;0.62637;0.2;0.2;0.2;0.2;0.2
23.0;1.0;5.0;150.0;68.0;0.00266;0.0;0.0;0.0;0.0;1.0
24.0;1.0;5.0;150.0;65.0;0.0002;0.0;0.0;0.0;0.0;1.0
25.0;1.0;5.0;150.0;21.0;0.0;0.0;0.25;0.25;0.25;0.25
26.0;1.0;5.0;150.0;19.0;0.17391;0.0;0.0;0.0;0.0;1.0
27.0;1.0;5.0;150.0;9.0;0.33577;0.0;0.0;0.0;0.0;1.0
28.0;1.0;5.0;150.0;66.0;0.00266;0.0;0.0;0.0;0.0;1.0
29.0;1.0;5.0;150.0;43.0;0.08;0.0;0.16;0.16;0.16;0.52
30.0;1.0;5.0;150.0;31.0;0.06839;0.13716;0.13716;0.13716;0.24023;0.34828
31.0;1.0;5.0;150.0;26.0;0.06865;0.0;0.0;0.33333;0.33333;0.33333
32.0;1.0;5.0;150.0;60.0;0.0;0.0;0.0;0.0;0.0;1.0
33.0;1.0;5.0;150.0;80.0;0.00149;0.0;-0.0;-0.0;-0.0;1.0
34.0;1.0;5.0;150.0;38.0;0.13801;0.05713;0.05713;0.05713;0.05713;0.77149
35.0;1.0;5.0;150.0;25.0;0.14832;0.0;0.0;0.0;0.22192;0.77808
36.0;1.0;5.0;150.0;57.0;0.0;0.0;0.0;0.0;0.0;1.0
37.0;1.0;5.0;150.0;76.0;0.01209;0.0;0.0;0.0026;0.0026;0.9948
38.0;1.0;5.0;150.0;62.0;0.0;0.0;0.0;0.0;0.12224;0.87776
39.0;1.0;5.0;150.0;78.0;0.00918;0.0;0.0;0.0;0.13345;0.86655
40.0;1.0;5.0;150.0;68.0;0.02406;0.0;0.0;0.0;0.33699;0.66301
41.0;1.0;5.0;150.0;63.0;0.06143;0.0;0.0;0.0;0.5;0.5
42.0;1.0;5.0;150.0;66.0;0.00136;0.0;0.0;0.0;0.0;1.0
43.0;1.0;5.0;150.0;17.0;0.57471;0.2;0.2;0.2;0.2;0.2
44.0;1.0;5.0;150.0;64.0;0.01192;0.0;0.0;0.0;0.24894;0.75106
45.0;1.0;5.0;150.0;73.0;0.0154;0.0;0.0;0.0;0.457;0.543
46.0;1.0;5.0;150.0;71.0;0.00132;0.0;0.02293;0.02293;0.02293;0.93122
47.0;1.0;5.0;150.0;76.0;0.00679;0.0;0.0;0.0591;0.0591;0.88179
48.0;1.0;5.0;150.0;77.0;0.0;0.0;0.0;0.0;0.12;0.88
49.0;1.0;5.0;150.0;71.0;0.0;0.0;0.0;0.01;0.01;0.98
50.0;1.0;5.0;150.0;18.0;0.11107;0.01905;0.01905;0.01905;0.22;0.72286
51.0;1.0;5.0;150.0;63.0;0.0;0.0;0.0;0.0;0.0;1.0
52.0;1.0;5.0;150.0;15.0;0.08439;0.0;0.25;0.25;0.25;0.25
53.0;1.0;5.0;150.0;55.0;0.00149;0.0;0.0;0.0;0.0;1.0
