USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;TRAIN_TIME;TEMP1;TEMP2;TEMP3;THEORY
15;1;5;3;45;1;0;0;0;68.188;:~ category(3).[-1@1] 
15;1;5;3;45;1;0;0;0;26.491;:~ category(3).[-1@1] 
15;1;5;3;45;1;0;0;0;35.993;:~ value(stufato,V1), category(3).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;65.796;:~ category(3).[1@1] 
15;1;5;3;45;1;0;0;0;41.297;:~ category(3).[1@1] 
15;1;5;3;45;1;0;0;0;52.861;:~ category(3).[1@1] 
3;1;5;3;45;1;0;0;0;49.296;:~ value(frutta,V1).[-V1@4, V1] :~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1] 
3;1;5;3;45;1;0;0;0;111.604;:~ value(latticini,V1).[V1@4, V1] :~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;97.013;:~ value(stufato,V1).[-V1@1, V1] :~ value(latticini,V1).[V1@3, V1] :~ value(frutta,V1), category(1).[-V1@2, V1] 
3;1;5;3;45;1;0;0;0;85.646;:~ value(frittura,V1).[V1@4, V1] :~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;45.477;:~ value(forno,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;100.818;:~ value(forno,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;190.541;:~ value(frittura,V1).[-V1@1, V1] :~ value(latticini,V1).[V1@2, V1] :~ value(verdure_e_ortaggi,V1).[-V1@5, V1] :~ category(3).[-1@4] :~ category(1).[-1@3] 
3;1;5;3;45;1;0;0;0;95.878;:~ value(frittura,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;5.683;:~ value(frittura,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;79.674;:~ value(farinacei,V1).[-V1@2, V1] :~ value(verdure_e_ortaggi,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;66.345;:~ value(forno,V1).[-V1@3, V1] 
3;1;5;3;45;1;0;0;0;24.234;:~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;171.645;:~ value(frutta,V1).[-V1@3, V1] :~ value(farinacei,V1).[V1@2, V1] :~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;42.442;:~ value(carne,V1).[-V1@1, V1] :~ value(carne,V1), category(3).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;20.79;:~ value(forno,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;191.328;:~ value(latticini,V1).[-V1@2, V1] :~ value(farinacei,V1).[V1@1, V1] :~ value(carne,V1).[-V1@4, V1] :~ category(3).[-1@5] :~ category(1).[1@3] 
3;1;5;3;45;1;0;0;0;98.736;:~ value(pasta,V1).[V1@1, V1] :~ value(carne,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;27.229;:~ value(latticini,V1).[V1@1, V1] :~ value(pasta,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;6.11;:~ value(frittura,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;39.753;:~ value(latticini,V1).[-V1@2, V1] :~ value(pasta,V1).[V1@4, V1] 
3;1;5;3;45;1;0;0;0;13.963;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;40.39;:~ value(frutta,V1).[-V1@1, V1] :~ value(verdure_e_ortaggi,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;106.717;:~ value(farinacei,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;72.116;:~ value(frutta,V1).[-V1@3, V1] :~ value(pasta,V1).[-V1@5, V1] 
3;1;5;3;45;1;0;0;0;106.69;:~ value(latticini,V1).[-V1@2, V1] :~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;45.231;:~ value(carne,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;30.744;:~ value(erbe_spezie_e_condimenti,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;14.057;:~ value(farinacei,V1).[-V1@3, V1] 
3;1;5;3;45;1;0;0;0;15.721;:~ value(latticini,V1).[V1@3, V1] :~ value(farinacei,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;222.121;:~ value(frutta,V1).[-V1@3, V1] :~ value(verdure_e_ortaggi,V1).[-V1@1, V1] :~ category(3).[-1@5] :~ value(frittura,V1), category(1).[-V1@2, V1] 
3;1;5;3;45;1;0;0;0;108.888;:~ value(forno,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;147.574;:~ value(carne,V1), category(1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;69.604;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;15.463;:~ value(pasta,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;53.546;:~ value(frutta,V1).[-V1@2, V1] :~ value(verdure_e_ortaggi,V1).[V1@3, V1] 
3;1;5;3;45;1;0;0;0;82.876;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1] :~ value(forno,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;103.676;:~ value(stufato,V1).[-V1@2, V1] :~ value(latticini,V1).[-V1@1, V1] :~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;56.249;:~ value(pasta,V1).[-V1@1, V1] :~ value(frittura,V1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;79.59;:~ value(carne,V1).[-V1@1, V1] :~ category(3).[-1@4] 
3;1;5;3;45;1;0;0;0;11.197;:~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1] :~ value(carne,V1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;107.531;:~ value(frittura,V1).[-V1@2, V1] :~ value(latticini,V1).[V1@1, V1] :~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1] :~ value(forno,V1).[-V1@4, V1] :~ category(1).[1@5] 
3;1;5;3;45;1;0;0;0;27.159;:~ value(erbe_spezie_e_condimenti,V1).[V1@4, V1] :~ value(frittura,V1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;25.372;:~ value(latticini,V1).[V1@4, V1] :~ value(verdure_e_ortaggi,V1).[-V1@5, V1] 
3;1;5;3;45;1;0;0;0;100.714;:~ value(stufato,V1).[-V1@4, V1] :~ value(verdure_e_ortaggi,V1).[-V1@5, V1] 
3;1;5;3;45;1;0;0;0;116.487;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;56.54;:~ value(forno,V1).[V1@4, V1] 
3;1;5;3;45;1;0;0;0;212.813;:~ value(carne,V1).[V1@5, V1] :~ value(stufato,V1), category(1).[V1@3, V1] 
3;1;5;3;45;1;0;0;0;41.309;:~ value(latticini,V1).[-V1@4, V1] :~ value(pasta,V1).[-V1@2, V1] :~ value(carne,V1), category(1).[V1@5, V1] 
3;1;5;3;45;1;0;0;0;141.719;:~ value(farinacei,V1).[V1@1, V1] :~ value(forno,V1).[V1@2, V1] :~ value(verdure_e_ortaggi,V1).[V1@3, V1] 
3;1;5;3;45;1;0;0;0;81.017;:~ value(verdure_e_ortaggi,V1).[V1@4, V1] 
3;1;5;3;45;1;0;0;0;96.489;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1] :~ category(1).[1@5] :~ value(carne,V1).[-V1@4, V1] 
3;1;5;3;45;1;0;0;0;65.913;:~ value(frittura,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;154.018;:~ value(latticini,V1).[V1@5, V1] :~ value(farinacei,V1).[-V1@2, V1] 
3;1;5;3;45;1;0;0;0;124.851;:~ value(forno,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;86.454;:~ value(forno,V1).[-V1@1, V1] 
3;1;5;3;45;1;0;0;0;233.978;:~ value(stufato,V1).[-V1@1, V1] :~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1] :~ value(pasta,V1).[-V1@2, V1] 
3;1;5;3;45;1;0;0;0;14.558;:~ value(frittura,V1).[V1@2, V1] 
3;1;5;3;45;1;0;0;0;61.291;:~ value(stufato,V1).[-V1@2, V1] :~ value(pasta,V1).[-V1@3, V1] 
3;1;5;3;45;1;0;0;0;113.411;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;133.303;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1] :~ value(verdure_e_ortaggi,V1).[-V1@5, V1] 
3;1;5;3;45;1;0;0;0;91.498;:~ value(carne,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;88.613;:~ value(forno,V1).[V1@1, V1] 
3;1;5;3;45;1;0;0;0;7.53;:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1] 
3;1;5;3;45;1;0;0;0;72.526;:~ value(frutta,V1).[V1@1, V1] :~ value(forno,V1).[-V1@2, V1] :~ category(3).[-1@4] 
3;1;5;3;45;1;0;0;0;108.245;:~ value(stufato,V1).[V1@2, V1] :~ value(latticini,V1).[V1@3, V1] :~ value(pasta,V1).[-V1@4, V1] :~ category(1).[-1@5] 
3;1;5;3;45;1;0;0;0;36.832;:~ value(forno,V1).[-V1@1, V1] 
