USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;TRAIN_TIME;TEMP1;TEMP2;TEMP3;THEORY
15;1;5;3;105;1;0;0;0;5.94;:~ category(4).[-1@2] 
15;1;5;3;105;1;0;0;0;3.556;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.247;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;9.283;:~ value(erbe_spezie_e_condimenti,V1).[-V1@2, V1] 
15;1;5;3;105;1;0;0;0;4.531;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.525;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.1;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.79;:~ value(verdure_e_ortaggi,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.386;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;7.497;:~ value(pasta,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.359;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.189;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.975;:~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.716;:~ category(4).[-1@2] 
15;1;5;3;105;1;0;0;0;4.17;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.012;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;5.815;:~ value(verdure_e_ortaggi,V1).[V1@4, V1] 
15;1;5;3;105;1;0;0;0;6.074;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.12;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.311;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.38;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.333;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.881;:~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.357;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.214;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.931;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;21.206;:~ value(frittura,V1).[V1@2, V1] 
15;1;5;3;105;1;0;0;0;5.775;:~ category(4).[-1@2] 
15;1;5;3;105;1;0;0;0;4.14;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.178;:~ value(verdure_e_ortaggi,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.362;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.504;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.393;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.334;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.053;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;4.431;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;7.789;:~ category(4).[-1@4] 
15;1;5;3;105;1;0;0;0;4.205;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.174;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.323;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.518;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.529;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.526;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.399;:~ category(3).[1@1] 
15;1;5;3;105;1;0;0;0;4.122;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.142;:~ value(verdure_e_ortaggi,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.185;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.274;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.24;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.366;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.305;:~ value(verdure_e_ortaggi,V1).[V1@4, V1] 
15;1;5;3;105;1;0;0;0;4.565;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.61;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.168;:~ value(verdure_e_ortaggi,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.009;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.289;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.177;:~ category(4).[-1@1] 
15;1;5;3;105;1;0;0;0;4.25;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.968;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.129;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.164;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;4.227;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.918;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.711;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;5.467;:~ value(erbe_spezie_e_condimenti,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.063;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.361;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.472;:~ value(verdure_e_ortaggi,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.315;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.245;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.841;:~ value(frittura,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.645;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.106;:~ category(4).[-1@1] 
15;1;5;3;105;1;0;0;0;6.249;:~ value(frittura,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;5.998;:~ value(verdure_e_ortaggi,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.345;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.59;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;30.61;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;6.278;:~ value(latticini,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;7.561;:~ value(pasta,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.45;:~ value(carne,V1).[V1@1, V1] 
