USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;TRAIN_TIME;TEMP1;TEMP2;TEMP3;THEORY
15;1;5;3;105;1;0;0;0;6.532;:~ category(1).[-1@1] 
15;1;5;3;105;1;0;0;0;184.13;:~ value(carne,V1).[V1@2, V1] 
15;1;5;3;105;1;0;0;0;160.732;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;322.266;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;15.768;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;105;1;0;0;0;4.285;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;4.703;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;122.253;:~ value(verdure_e_ortaggi,V1).[V1@4, V1] 
15;1;5;3;105;1;0;0;0;301.281;:~ value(farinacei,V1).[-V1@3, V1] 
15;1;5;3;105;1;0;0;0;4.012;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;276.381;:~ value(erbe_spezie_e_condimenti,V1).[V1@4, V1] 
15;1;5;3;105;1;0;0;0;191.812;:~ value(pasta,V1).[-V1@4, V1] 
15;1;5;3;105;1;0;0;0;40.851;:~ value(forno,V1).[-V1@3, V1] 
15;1;5;3;105;1;0;0;0;3.623;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.943;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;3.743;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;3.939;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;105;1;0;0;0;3.715;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;105;1;0;0;0;68.357;:~ value(frutta,V1).[-V1@4, V1] :~ value(carne,V1), category(5).[V1@5, V1] 
15;1;5;3;105;1;0;0;0;6.719;:~ value(verdure_e_ortaggi,V1).[-V1@1, V1] 
