USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACY1;ACCURACY0;ACCURACY-1;PRECISION1;PRECISION0;PRECISION-1;RECALL1;RECALL0,RECALL-1;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME
15;1;5;3;45;1;0.95522386;0.9104478;0.95522386;1.0;0.0;1.0;0.9166667;0;0.9032258;0.9402984778086344;0.6666666666666666;0.606630822022756;4.558
3;1;5;3;45;1;0.8969072;0.82474226;0.8041237;0.877193;0.0;1.0;0.9433962;0.0;0.55813956;0.8419243494669596;0.6257309913635254;0.5005119244257609;16.573
32;1;5;3;45;1;0.7659575;0.70212764;0.78723407;0.7234042;0.22727273;0.8;0.7906977;0.3125;0.5714286;0.7517730394999186;0.583558996518453;0.5582087834676107;83.957
7;1;5;3;45;1;0.78571427;0.75510204;0.86734694;0.9375;0.13636364;0.8181818;0.6122449;0.375;0.8780488;0.80272110303243;0.6306818326314291;0.6217645804087321;98.589
36;1;5;3;45;1;0.85;0.78;0.83;0.8055556;0.25;0.8863636;0.7837838;0.41666666;0.7647059;0.8200000127156576;0.6473064025243124;0.655052105585734;123.315
4;1;5;3;45;1;0.8043478;0.7826087;0.8695652;0.92105263;0.05263158;0.8857143;0.7;0.33333334;0.7948718;0.8188405831654867;0.6197994947433472;0.6094017028808594;29.854
20;1;5;3;45;1;0.827957;0.827957;0.8924731;0.93939394;0.0625;0.90909094;0.6888889;0.5;0.8695652;0.8494623502095541;0.636994997660319;0.6861513455708822;3.927
29;1;5;3;45;1;0.8888889;0.82828283;0.85858583;0.84782606;0.2;0.94736844;0.90697676;0.375;0.75;0.8585858345031738;0.665064811706543;0.6773255666097006;6.413
14;1;5;3;45;1;0.8989899;0.8080808;0.8484849;0.93333334;0.05263158;0.96;0.7777778;0.5;0.78688526;0.8518518606821696;0.6486549377441406;0.6882209777832031;59.051
11;1;5;3;45;1;0.83838385;0.7979798;0.8181818;0.88235295;0.0;0.96428573;0.8181818;0;0.6136364;0.8181818326314291;0.6155462265014648;0.47727272907892865;36.736
