USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;CORRECT;UNCERTAIN;INCORRECT;CORRECTP;UNCERTAINP;INCORRECTP;CORRECT_UDISCARDEDP;TRAIN_TIME;THEORY
3;1;1;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;19.986;:~ value(pc11,V1).[-V1@1, V1] 
3;2;2;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;25.657;:~ value(pc11,V1).[-V1@1, V1] 
3;3;3;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;32.767;:~ value(pc11,V1).[-V1@3, V1] 
3;4;4;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;39.354;:~ value(pc11,V1).[-V1@4, V1] 
3;5;5;3;143;51;31;0;20;0.6078431372549019;0.0;0.39215686274509803;0.6078431372549019;46.327;:~ value(pc11,V1).[-V1@5, V1] 
4;1;1;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;14.51;:~ value(pc9,V1).[V1@1, V1] 
4;2;2;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;18.79;:~ value(pc1,V1).[-V1@1, V1] :~ value(pc9,V1).[V1@2, V1] 
4;3;3;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;22.47;:~ value(pc9,V1).[V1@3, V1] :~ value(pc6,V1).[-V1@2, V1] 
4;4;4;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;26.915;:~ value(pc14,V1).[-V1@3, V1] :~ value(pc9,V1).[V1@4, V1] 
4;5;5;3;147;48;28;0;20;0.5833333333333334;0.0;0.4166666666666667;0.5833333333333334;31.61;:~ value(pc9,V1).[V1@5, V1] :~ value(pc6,V1).[-V1@3, V1] 
7;1;1;3;144;49;35;0;14;0.7142857142857143;0.0;0.2857142857142857;0.7142857142857143;17.052;:~ value(pc7,V1).[V1@1, V1] 
