USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;CORRECT;UNCERTAIN;INCORRECT;CORRECTP;UNCERTAINP;INCORRECTP;CORRECT_UDISCARDEDP;TRAIN_TIME;THEORY
3;1;1;3;187;103;59;0;44;0.5728155339805825;0.0;0.42718446601941745;0.5728155339805825;5.382;:~ value(pc0,V1).[V1@1, V1] 
3;2;2;3;187;103;59;0;44;0.5728155339805825;0.0;0.42718446601941745;0.5728155339805825;7.464;:~ value(pc0,V1).[V1@1, V1] 
3;3;3;3;187;103;59;0;44;0.5728155339805825;0.0;0.42718446601941745;0.5728155339805825;8.956;:~ value(pc0,V1).[V1@1, V1] 
3;4;4;3;187;103;59;0;44;0.5728155339805825;0.0;0.42718446601941745;0.5728155339805825;10.457;:~ value(pc0,V1).[V1@1, V1] 
3;5;5;3;187;103;59;0;44;0.5728155339805825;0.0;0.42718446601941745;0.5728155339805825;12.399;:~ value(pc0,V1).[V1@1, V1] 
4;1;1;3;182;103;68;0;35;0.6601941747572816;0.0;0.33980582524271846;0.6601941747572816;5.641;:~ value(pc1,V1).[V1@1, V1] 
4;2;2;3;182;103;69;0;34;0.6699029126213593;0.0;0.3300970873786408;0.6699029126213593;7.307;:~ value(pc1,V1).[V1@2, V1] :~ value(pc2,V1).[V1@1, V1] 
4;3;3;3;182;103;71;0;32;0.6893203883495146;0.0;0.3106796116504854;0.6893203883495146;8.685;:~ value(pc1,V1).[V1@2, V1] :~ value(pc4,V1).[V1@1, V1] 
4;4;4;3;182;103;71;0;32;0.6893203883495146;0.0;0.3106796116504854;0.6893203883495146;10.425;:~ value(pc1,V1).[V1@4, V1] :~ value(pc4,V1).[V1@3, V1] 
4;5;5;3;182;103;71;0;32;0.6893203883495146;0.0;0.3106796116504854;0.6893203883495146;11.849;:~ value(pc6,V1).[-V1@4, V1] :~ value(pc1,V1).[V1@5, V1] 
7;1;1;3;179;91;49;0;42;0.5384615384615384;0.0;0.46153846153846156;0.5384615384615384;6.143;:~ value(pc5,V1).[-V1@1, V1] 
7;2;2;3;179;91;49;0;42;0.5384615384615384;0.0;0.46153846153846156;0.5384615384615384;8.2;:~ value(pc5,V1).[-V1@2, V1] :~ value(pc9,V1).[-V1@1, V1] 
7;3;3;3;179;91;52;0;39;0.5714285714285714;0.0;0.42857142857142855;0.5714285714285714;9.941;:~ value(pc6,V1).[V1@1, V1] :~ value(pc5,V1).[-V1@3, V1] 
7;4;4;3;179;91;49;0;42;0.5384615384615384;0.0;0.46153846153846156;0.5384615384615384;11.736;:~ value(pc9,V1).[-V1@3, V1] :~ value(pc5,V1).[-V1@4, V1] 
7;5;5;3;179;91;52;0;39;0.5714285714285714;0.0;0.42857142857142855;0.5714285714285714;13.118;:~ value(pc6,V1).[V1@4, V1] :~ value(pc5,V1).[-V1@5, V1] 
11;1;1;3;185;102;64;0;38;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;6.119;:~ value(pc0,V1).[-V1@1, V1] 
11;2;2;3;185;102;64;0;38;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;8.371;:~ value(pc0,V1).[-V1@1, V1] 
11;3;3;3;185;102;64;0;38;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;10.14;:~ value(pc0,V1).[-V1@3, V1] 
11;4;4;3;185;102;64;0;38;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;11.985;:~ value(pc0,V1).[-V1@3, V1] 
11;5;5;3;185;102;64;0;38;0.6274509803921569;0.0;0.37254901960784315;0.6274509803921569;13.914;:~ value(pc0,V1).[-V1@4, V1] 
14;1;1;3;162;104;62;0;42;0.5961538461538461;0.0;0.40384615384615385;0.5961538461538461;5.789;:~ value(pc3,V1).[V1@1, V1] 
14;2;2;3;162;104;64;0;40;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;7.653;:~ value(pc3,V1).[V1@2, V1] :~ value(pc8,V1).[V1@1, V1] 
14;3;3;3;162;104;64;0;40;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;9.17;:~ value(pc3,V1).[V1@2, V1] :~ value(pc8,V1).[V1@1, V1] 
14;4;4;3;162;104;64;0;40;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;10.942;:~ value(pc3,V1).[V1@2, V1] :~ value(pc8,V1).[V1@1, V1] 
14;5;5;3;162;104;64;0;40;0.6153846153846154;0.0;0.38461538461538464;0.6153846153846154;12.693;:~ value(pc8,V1).[V1@1, V1] :~ value(pc3,V1).[V1@2, V1] 
15;1;1;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;3.174;:~ value(pc0,V1).[-V1@1, V1] 
15;2;2;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;4.472;:~ value(pc0,V1).[-V1@2, V1] 
15;3;3;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;5.39;:~ value(pc0,V1).[-V1@2, V1] 
15;4;4;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;6.087;:~ value(pc0,V1).[-V1@4, V1] 
15;5;5;3;161;99;62;0;37;0.6262626262626263;0.0;0.37373737373737376;0.6262626262626263;7.347;:~ value(pc0,V1).[-V1@5, V1] 
20;1;1;3;168;95;62;0;33;0.6526315789473685;0.0;0.3473684210526316;0.6526315789473685;5.408;:~ value(pc8,V1).[-V1@1, V1] 
20;2;2;3;168;95;64;0;31;0.6736842105263158;0.0;0.3263157894736842;0.6736842105263158;7.379;:~ value(pc3,V1).[-V1@1, V1] :~ value(pc8,V1).[-V1@2, V1] 
20;3;3;3;168;95;64;0;31;0.6736842105263158;0.0;0.3263157894736842;0.6736842105263158;9.319;:~ value(pc3,V1).[-V1@1, V1] :~ value(pc8,V1).[-V1@3, V1] 
20;4;4;3;168;95;64;0;31;0.6736842105263158;0.0;0.3263157894736842;0.6736842105263158;11.105;:~ value(pc3,V1).[-V1@3, V1] :~ value(pc8,V1).[-V1@4, V1] 
20;5;5;3;168;95;64;0;31;0.6736842105263158;0.0;0.3263157894736842;0.6736842105263158;12.798;:~ value(pc3,V1).[-V1@4, V1] :~ value(pc8,V1).[-V1@5, V1] 
29;1;1;3;178;79;67;0;12;0.8481012658227848;0.0;0.1518987341772152;0.8481012658227848;3.763;:~ value(pc0,V1).[V1@1, V1] 
29;2;2;3;178;79;67;0;12;0.8481012658227848;0.0;0.1518987341772152;0.8481012658227848;4.925;:~ value(pc0,V1).[V1@2, V1] 
29;3;3;3;178;79;67;0;12;0.8481012658227848;0.0;0.1518987341772152;0.8481012658227848;5.872;:~ value(pc0,V1).[V1@3, V1] 
29;4;4;3;178;79;67;0;12;0.8481012658227848;0.0;0.1518987341772152;0.8481012658227848;7.024;:~ value(pc0,V1).[V1@4, V1] 
29;5;5;3;178;79;67;0;12;0.8481012658227848;0.0;0.1518987341772152;0.8481012658227848;8.062;:~ value(pc0,V1).[V1@5, V1] 
32;1;1;3;157;92;50;0;42;0.5434782608695652;0.0;0.45652173913043476;0.5434782608695652;5.002;:~ value(pc6,V1).[V1@1, V1] 
32;2;2;3;157;92;50;0;42;0.5434782608695652;0.0;0.45652173913043476;0.5434782608695652;6.638;:~ value(pc6,V1).[V1@1, V1] 
32;3;3;3;157;92;45;0;47;0.4891304347826087;0.0;0.5108695652173914;0.4891304347826087;8.112;:~ value(pc1,V1).[-V1@3, V1] :~ value(pc6,V1).[V1@2, V1] 
32;4;4;3;157;92;50;0;42;0.5434782608695652;0.0;0.45652173913043476;0.5434782608695652;9.5;:~ value(pc6,V1).[V1@1, V1] 
32;5;5;3;157;92;51;0;41;0.5543478260869565;0.0;0.44565217391304346;0.5543478260869565;11.109;:~ value(pc6,V1).[V1@5, V1] :~ value(pc5,V1).[V1@4, V1] 
36;1;1;3;149;90;58;0;32;0.6444444444444445;0.0;0.35555555555555557;0.6444444444444445;3.963;:~ value(pc1,V1).[-V1@1, V1] 
36;2;2;3;149;90;59;0;31;0.6555555555555556;0.0;0.34444444444444444;0.6555555555555556;5.272;:~ value(pc0,V1).[V1@1, V1] :~ value(pc1,V1).[-V1@2, V1] 
36;3;3;3;149;90;59;0;31;0.6555555555555556;0.0;0.34444444444444444;0.6555555555555556;6.553;:~ value(pc0,V1).[V1@1, V1] :~ value(pc1,V1).[-V1@2, V1] 
36;4;4;3;149;90;59;0;31;0.6555555555555556;0.0;0.34444444444444444;0.6555555555555556;7.695;:~ value(pc1,V1).[-V1@2, V1] :~ value(pc0,V1).[V1@1, V1] 
36;5;5;3;149;90;59;0;31;0.6555555555555556;0.0;0.34444444444444444;0.6555555555555556;9.043;:~ value(pc0,V1).[V1@1, V1] :~ value(pc1,V1).[-V1@2, V1] 
