USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;TRAIN_TIME;TEMP1;TEMP2;TEMP3;THEORY
15;1;5;3;45;1;0;0;0;23.662;:~ value(cottura_a_fiamma,V1).[-V1@4, V1] :~ value(uova,V1), category(2).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;5.852;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;4.077;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.596;:~ value(cereali,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;3.891;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;187.011;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;6.14;:~ category(4).[-1@5] 
15;1;5;3;45;1;0;0;0;4.039;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;4.249;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.595;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.565;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;10.386;:~ value(cost,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;47.404;:~ value(forno,V1), category(4).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;7.468;:~ category(3).[1@5] 
15;1;5;3;45;1;0;0;0;4.275;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.937;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;7.263;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;15.054;:~ category(2).[-1@1] 
15;1;5;3;45;1;0;0;0;4.121;:~ value(cereali,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;5.688;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.176;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;5.506;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;23.039;:~ value(cereali,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;7.666;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;57.57;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;4.365;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;160.056;:~ value(bollitura,V1).[-V1@3, V1] 
15;1;5;3;45;1;0;0;0;194.389;:~ value(rosolatura,V1).[-V1@5, V1] :~ value(bollitura,V1).[V1@3, V1] :~ value(carne,V1).[-V1@2, V1] :~ value(cereali,V1).[-V1@4, V1] 
15;1;5;3;45;1;0;0;0;99.695;:~ value(difficulty,V1).[V1@2, V1] :~ value(forno,V1), category(3).[V1@3, V1] 
15;1;5;3;45;1;0;0;0;220.099;:~ value(frutta,V1).[-V1@2, V1] :~ value(rosolatura,V1), category(4).[-V1@3, V1] 
15;1;5;3;45;1;0;0;0;5.85;:~ value(carne,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;5.488;:~ category(1).[-1@1] 
15;1;5;3;45;1;0;0;0;5.608;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;7.009;:~ category(1).[-1@4] 
15;1;5;3;45;1;0;0;0;3.914;:~ value(cereali,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;6.957;:~ value(prepTime,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.212;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.525;:~ category(1).[-1@1] 
15;1;5;3;45;1;0;0;0;5.903;:~ value(funghi_e_tartufi,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;87.557;:~ value(rosolatura,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;5.885;:~ value(carne,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;171.158;:~ value(mantecatura,V1), category(1).[V1@4, V1] :~ value(bollitura,V1), category(1).[V1@2, V1] 
15;1;5;3;45;1;0;0;0;6.259;:~ value(carne,V1).[V1@1, V1] 
15;1;5;3;45;1;0;0;0;6.005;:~ category(1).[-1@1] 
15;1;5;3;45;1;0;0;0;4.579;:~ value(cereali,V1).[-V1@5, V1] 
15;1;5;3;45;1;0;0;0;4.278;:~ value(cereali,V1).[V1@5, V1] 
15;1;5;3;45;1;0;0;0;4.589;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;4.379;:~ value(carne,V1).[-V1@1, V1] 
15;1;5;3;45;1;0;0;0;4.5;:~ value(carne,V1).[-V1@1, V1] 
